title,video_type,duration_sec,view_count,like_count,comment_count,published_at,video_id
#Genta ver.🪩 #DiscoBaby solo dance #松田元太 #stravelers #TravisJapan,Shorts,36.0,236664,11228,192,2025-11-15T10:30:35Z,jUCSXTDlZsU
Travis Japan【まちゅのポエム】祝28歳🧡　#TravisJapan #トラジャ #才能査定 #ポエム #松倉海斗,Shorts,60.0,169048,13692,444,2025-11-14T12:02:02Z,s57B1AjPhD0
#Shizu ver.🪩 #DiscoBaby solo dance #吉澤閑也 #stravelers #TravisJapan,Shorts,36.0,148750,9075,320,2025-11-14T10:30:03Z,30nG-jP9Kdo
#Noel ver.🪩 #DiscoBaby solo dance #川島如恵留 #stravelers #TravisJapan,Shorts,36.0,161371,10107,270,2025-11-13T10:30:00Z,1ZHAEFnakcE
Travis Japan【帰ってきた人狼鬼ごっこ】明日はプレミア公開！　#TravisJapan #トラジャ #YouTubeおちゃのまスペシャル #シークレット鬼ごっこ #人狼鬼ごっこ,Shorts,60.0,194907,17623,893,2025-11-12T12:01:50Z,oH0mD7JCWrU
#Shime ver.🪩 #DiscoBaby solo dance #七五三掛龍也 #stravelers #TravisJapan,Shorts,36.0,175410,11252,211,2025-11-12T10:30:44Z,ykJ4xBN6314
#Umi ver.🪩 #DiscoBaby solo dance #中村海人 #stravelers #TravisJapan,Shorts,36.0,198055,12548,302,2025-11-11T10:30:08Z,AhU-U4lmkZw
#Chaka ver.🪩 #DiscoBaby solo dance #宮近海斗 #stravelers #TravisJapan,Shorts,39.0,226939,13922,357,2025-11-10T10:30:33Z,cSA0m9Uchw0
Machu's travelers.🪄 #松倉海斗 #Machu #やっぱりこれトラジャの広告 #DiscoBaby #stravelers #ストラベラーズ#TravisJapan,Shorts,17.0,66005,6495,138,2025-11-09T10:32:00Z,2y3vGtkjdWA
Genta’s travelers.👨‍💼 #松田元太 #Genta #やっぱりこれトラジャの広告 #DiscoBaby #stravelers #ストラベラーズ#TravisJapan,Shorts,15.0,71213,6257,89,2025-11-09T10:31:00Z,QfSZ5wvOVX8
Shizu’s travelers.🤠 #吉澤閑也 #Shizu #やっぱりこれトラジャの広告 #DiscoBaby #stravelers #ストラベラーズ#TravisJapan,Shorts,17.0,43141,4840,130,2025-11-09T10:30:03Z,5WlSj4jSv1I
Noel's travelers. 🪄#川島如恵留 #Noel #やっぱりこれトラジャの広告 #DiscoBaby #stravelers #ストラベラーズ#TravisJapan,Shorts,17.0,52344,5725,139,2025-11-08T10:30:29Z,imf5SnjARDI
Shime's travelers.👨‍💼 #七五三掛龍也 #Shime #やっぱりこれトラジャの広告 #DiscoBaby #stravelers #ストラベラーズ#TravisJapan,Shorts,15.0,47624,5362,78,2025-11-08T10:15:13Z,sQOLkbdhuro
Umi's travelers.🤠 #中村海人 #Umi #やっぱりこれトラジャの広告 #DiscoBaby #stravelers #ストラベラーズ#TravisJapan,Shorts,17.0,40963,5409,86,2025-11-08T10:00:19Z,EBahxxbNH3I
Travis Japan【日本事故物件監視協会】ホラーゲームやったよ。　#TravisJapan #トラジャ #事故物件 #ゲーム #ビビり,Shorts,60.0,160441,14791,590,2025-11-07T12:01:45Z,o1e2yw2_DDk
Let's Disco Baby!!🪩  'Disco Baby' MV Behind The Scenes🎥 #TravisJapan#DiscoBaby,Shorts,37.0,99295,8768,136,2025-11-07T12:01:16Z,_o3cJSvFiuw
Chaka's travelers.🪄 #宮近海斗 #Chaka #やっぱりこれトラジャの広告 #DiscoBaby #stravelers #ストラベラーズ#TravisJapan,Shorts,17.0,54881,5964,112,2025-11-07T10:32:00Z,KW-fuIxwl_o
Machu's travelers.👨‍💼 #松倉海斗 #Machu #やっぱりこれトラジャの広告 #DiscoBaby #stravelers #ストラベラーズ#TravisJapan,Shorts,17.0,42030,5144,110,2025-11-07T09:31:00Z,gt9SKM9qpr4
Genta’s travelers.🤠 #松田元太 #Genta #やっぱりこれトラジャの広告 #DiscoBaby #stravelers #ストラベラーズ#TravisJapan,Shorts,17.0,42777,5051,86,2025-11-07T09:30:33Z,Z4aqUKDscBE
Shizu’s travelers.🪄 #吉澤閑也 #Shizu #やっぱりこれトラジャの広告 #DiscoBaby #stravelers #ストラベラーズ#TravisJapan,Shorts,17.0,47736,5311,180,2025-11-06T10:30:16Z,LpVz_-62jAw
Noel's travelers. 👨‍💼#川島如恵留 #Noel #やっぱりこれトラジャの広告 #DiscoBaby #stravelers #ストラベラーズ#TravisJapan,Shorts,15.0,49719,5703,170,2025-11-06T10:15:05Z,ylKVyM_Z1T0
Shime's travelers.🤠 #七五三掛龍也 #Shime #やっぱりこれトラジャの広告 #DiscoBaby #stravelers #ストラベラーズ#TravisJapan,Shorts,17.0,48490,6213,134,2025-11-06T10:01:35Z,u4g-EKhMrIU
Umi's travelers.🪄 #中村海人 #Umi #やっぱりこれトラジャの広告 #DiscoBaby #stravelers #ストラベラーズ#TravisJapan,Shorts,17.0,62143,7223,125,2025-11-05T10:32:00Z,B3ohsk3OjDo
Chaka's travelers.👨‍💼 #宮近海斗 #Chaka #やっぱりこれトラジャの広告 #DiscoBaby #stravelers #ストラベラーズ#TravisJapan,Shorts,15.0,57901,6472,125,2025-11-05T10:31:00Z,obP1pWI1ME8
Machu's travelers.🤠 #松倉海斗 #Machu #やっぱりこれトラジャの広告 #DiscoBaby #stravelers #ストラベラーズ#TravisJapan,Shorts,16.0,53740,6495,161,2025-11-05T10:30:01Z,0zQaolCYqMk
Let's Disco Baby!!🪩 #宮近海斗#Chaka#七五三掛龍也#Shime #DiscoBaby #stravelers #ストラベラーズ#TravisJapan,Shorts,38.0,170841,13428,391,2025-11-05T10:01:08Z,cIrlDM2Rk6A
Genta’s travelers.🪄 #松田元太 #Genta #やっぱりこれトラジャの広告 #DiscoBaby #stravelers #ストラベラーズ#TravisJapan,Shorts,17.0,73582,7874,168,2025-11-04T10:32:01Z,hQ0Zl2iUEp0
Shizu’s travelers.👨‍💼 #吉澤閑也 #Shizu #やっぱりこれトラジャの広告 #DiscoBaby #stravelers #ストラベラーズ#TravisJapan,Shorts,17.0,70706,6839,188,2025-11-04T10:31:00Z,QSEWXMIwuVU
Noel's travelers.🤠 #川島如恵留 #Noel #やっぱりこれトラジャの広告 #DiscoBaby #stravelers #ストラベラーズ#TravisJapan,Shorts,17.0,54136,6480,180,2025-11-04T10:30:04Z,7D6EP_w0eME
Let's Disco Baby!!🪩 #川島如恵留#Noel#吉澤閑也#Shizu #DiscoBaby #stravelers #ストラベラーズ#TravisJapan,Shorts,38.0,178144,12467,375,2025-11-04T10:00:27Z,Bk3QeObCC90
Shime's travelers.🪄 #七五三掛龍也 #Shime #やっぱりこれトラジャの広告 #DiscoBaby #stravelers #ストラベラーズ#TravisJapan,Shorts,17.0,87440,9517,220,2025-11-03T10:02:00Z,TULPSM6tgnQ
Umi's travelers.👨‍💼 #中村海人 #Umi #やっぱりこれトラジャの広告 #DiscoBaby #stravelers #ストラベラーズ#TravisJapan,Shorts,15.0,94588,8652,223,2025-11-03T10:01:42Z,jNIeCvp3pTQ
Chaka's travelers.🤠 #宮近海斗 #Chaka #やっぱりこれトラジャの広告 #DiscoBaby #stravelers #ストラベラーズ#TravisJapan,Shorts,17.0,74492,7906,178,2025-11-03T10:00:30Z,C9S6VnwJrdY
Let's Disco Baby!!🪩 #中村海人#Umi#松田元太#Genta#松倉海斗#Machu #DiscoBaby #stravelers #ストラベラーズ#TravisJapan,Shorts,44.0,384918,24145,506,2025-11-03T09:01:24Z,ur_Ib58CqsY
Let's dance﻿ together🪩 #DiscoBaby #stravelers #ストラベラーズ#TravisJapan,Shorts,32.0,114379,8655,86,2025-11-02T10:30:38Z,oR1OWRKt0YU
『with MUSIC』ありがとうございました⭐️ #DiscoBaby #stravelers #ストラベラーズ #TravisJapan,Shorts,8.0,251542,13444,193,2025-11-02T10:00:59Z,e__HX3iG03U
一緒に星を作ろう〜⭐️Let's Disco Baby!! #DiscoBaby #stravelers #ストラベラーズ #TravisJapan,Shorts,7.0,250552,13844,225,2025-11-01T10:30:39Z,r2-idkcRmVU
『バズリズム02』ありがとうございました⭐️ #DiscoBaby #stravelers #ストラベラーズ#TravisJapan,Shorts,39.0,337306,17667,223,2025-11-01T10:00:06Z,1xjeB5KjWpk
Travis Japan【バンコク公演】Vllsualワールドツアー裏側密着！ついに完走！　#TravisJapan #トラジャ #VIIsual #バンコク #bangkok,Shorts,53.0,139995,11373,225,2025-10-31T12:00:20Z,5EYqvC8yyoE
A lesson in making the Star Pose⭐⭐⭐ #DiscoBaby⁡#stravelers#TravisJapan,Shorts,30.0,118753,9659,248,2025-10-31T11:30:52Z,tLl_ZKKToJ4
Behind the Scenes of album cover shooting🚀⁡#stravelers#DiscoBaby#TravisJapan,Shorts,18.0,119769,9907,171,2025-10-31T11:01:39Z,kGuMY1vvhaY
そんなに見ないで〜🙈'Disco Baby' MV Behind The Scenes🕺🔥#DiscoBaby ⁡#stravelers #TravisJapan,Shorts,19.0,172570,11264,158,2025-10-31T11:01:09Z,hIUFuAOQyFg
Behind the Scenes of album cover shooting💿 #TravisJapan #stravelers #ストラベラーズ #DiscoBaby,Shorts,17.0,130059,10602,185,2025-10-30T12:30:17Z,DY64sii_ihU
'Disco Baby’ MV Behind The Scenes🎥 #DiscoBaby #TravisJapan #stravelers #ストラベラーズ,Shorts,19.0,138926,10371,125,2025-10-30T12:01:48Z,peQL-EyPdt4
Break Time☕️💭 #TravisJapan #DiscoBaby #stravelers #ストラベラーズ,Shorts,16.0,178782,13072,335,2025-10-29T13:01:34Z,dwpDXhg9qMk
"Let's Disco Baby!!🪩 Watch the full ""Disco Baby"" Music Video now!! #TravisJapan#DiscoBaby#stravelers",Shorts,39.0,254625,15527,264,2025-10-29T12:00:01Z,0ASm7hrmJHE
Let’s disco baby!!🪩🕺 'Disco Baby' MV is OUT NOW!! #TravisJapan #stravelers #DiscoBaby,Shorts,37.0,118968,10592,157,2025-10-28T12:01:19Z,cxqNPaDWnEM
彩るこの夜は終わらない✨ 'Disco Baby' MV is OUT NOW!! #TravisJapan #stravelers #DiscoBaby,Shorts,35.0,141466,11415,155,2025-10-28T09:00:56Z,_3ok0_zhdjw
鏡チェックして乗り出した First step🕺 'Disco Baby' MV is OUT NOW!! #TravisJapan #stravelers #DiscoBaby,Shorts,16.0,238489,15720,258,2025-10-27T13:00:02Z,1_eoEhGRA28
皆 Let’s dance!!🪩 'Disco Baby' MV is OUT NOW!! #TravisJapan #stravelers #DiscoBaby,Shorts,23.0,197520,12990,207,2025-10-27T09:30:05Z,5GARJWN5Dus
Travis Japan 'Disco Baby' Teaser (from ’s travelers) ★★★★★,Shorts,9.0,115923,8344,460,2025-10-26T12:00:10Z,fExswl_C9Tw
Travis Japan【スペシャル対談】Hey! Say! JUMP有岡くん×宮近📢振付裏話や出会いとか。　#TravisJapan #トラジャ #有岡大貴,Shorts,51.0,148366,14979,412,2025-10-24T12:00:14Z,7q644xq9ogQ
🕺🎧'Disco Baby' 2025.10.27(Mon) Digital Release★★★ #DiscoBaby #TravisJapan,Shorts,16.0,296616,16075,293,2025-10-21T09:00:41Z,R3KkLUzj0H0
Travis Japan 'Disco Baby' Teaser (from 3rd Album) ★★★★,Shorts,15.0,267919,12979,1003,2025-10-20T09:00:05Z,2KYgwVPNWL0
🪩🕺'Disco Baby' 2025.10.27(Mon) Digital Release🎧 #DiscoBaby #TravisJapan,Shorts,17.0,463185,18585,373,2025-10-18T11:01:19Z,jvRdHoM-y9Y
Travis Japan【大食い】二郎系ラーメンで対決！　#TravisJapan #トラジャ #大食い #ラーメン,Shorts,54.0,216721,14759,494,2025-10-17T12:00:08Z,1Ct3JYNCoVA
Travis Japan 3rd Album Teaser ★★★,Shorts,11.0,211562,12399,913,2025-10-13T09:00:24Z,CPWbyeE-G7k
Travis Japan【香港ディズニーランド】香港密着特別編！　#TravisJapan #トラジャ #香港 #ディズニーランド #hongkong,Shorts,41.0,155597,12196,371,2025-10-10T12:01:07Z,Xs6zUd0RlnE
'Disco Baby' 2025.10.27(Mon) Digital Release🪩🕺撮影では可愛い顔もしたりするよ〜📸#TravisJapan #DiscoBaby,Shorts,18.0,212708,14602,324,2025-10-08T11:01:08Z,deiV2EpJjjI
'Disco Baby' 2025.10.27 Digital Release🪩🕺Behind the Scenes of Artist photo📸#DiscoBaby#TravisJapan,Shorts,17.0,266547,15934,412,2025-10-07T11:01:13Z,hCzXsdLUc7A
Travis Japan【香港公演】Vllsualワールドツアー裏側密着！　#TravisJapan #トラジャ #VIIsual #香港 #hongkong,Shorts,47.0,123234,10349,133,2025-10-03T12:01:00Z,S-PWQyy0ZTc
Travis Japan 3rd Album Teaser ★★,Shorts,9.0,183150,11770,918,2025-10-03T09:00:40Z,OSTPerwFI0U
Travis Japan【台北公演】Vllsualワールドツアー裏側密着！　#TravisJapan #トラジャ #VIIsual #台湾  #台北,Shorts,34.0,169034,13118,254,2025-09-26T12:00:30Z,FVjaNME3kLs
Travis Japan【アタック25 再び】打倒のえる！ #TravisJapan #トラジャ #アタック25 #クイズ,Shorts,54.0,141350,12466,321,2025-09-19T12:00:48Z,NtezD1wHzYA
T.G.I. Friday Night - LIVE Blu-ray＆DVD'Travis Japan Concert Tour 2025 VIIsual' 2025.9.17 Release,Shorts,23.0,232401,12792,124,2025-09-17T09:01:07Z,hFj7L3IDGWU
LEVEL UP - LIVE Blu-ray＆DVD'Travis Japan Concert Tour 2025 VIIsual' 2025.9.17 Release #TravisJapan,Shorts,23.0,164840,10348,63,2025-09-17T08:30:19Z,W6YL7elOzqk
BO$$Y - LIVE Blu-ray＆DVD'Travis Japan Concert Tour 2025 VIIsual' 2025.9.17 Release #TravisJapan,Shorts,27.0,190298,12290,102,2025-09-17T08:00:37Z,Vw-fAw88XWY
Sweetest Tune - LIVE Blu-ray＆DVD'Travis Japan Concert Tour 2025 VIIsual' 2025.9.17 Release,Shorts,34.0,643941,23922,239,2025-09-16T11:00:29Z,Bodsvf9kjow
Candy Kiss - LIVE Blu-ray＆DVD'Travis Japan Concert Tour 2025 VIIsual' 2025.9.17 Release #TravisJapan,Shorts,21.0,234403,13600,107,2025-09-16T10:45:07Z,xgcgBCpqWFo
Crazy Crazy - LIVE Blu-ray＆DVD'Travis Japan Concert Tour 2025 VIIsual' 2025.9.17 Release#TravisJapan,Shorts,26.0,362099,15602,163,2025-09-16T10:30:53Z,yX173cwNG6E
Coming Soon: Travis Japan 3rd Album Teaser,Shorts,16.0,217573,13409,1164,2025-09-16T09:00:22Z,A-r4yR9wpBg
Travis Japan【9/14(日)20時〜生配信やります】DVD&BD発売スペシャル  #TravisJapan #トラジャ #VIIsual,Shorts,59.0,211316,15535,363,2025-09-12T12:01:17Z,_DfmUfsK_nE
Travis Japan【足音ダンス 第2弾】あのダンス企画再び！　#TravisJapan #トラジャ #足音ダンス #シンクロダンス,Shorts,59.0,242965,17714,609,2025-09-05T12:01:48Z,rxCj58UXTBE
#Rush🪽#TravisJapan - 9/17Release📀 LIVE Blu-ray & DVD 'Travis Japan Concert Tour 2025 VIIsual',Shorts,30.0,1102967,36886,517,2025-09-02T11:01:42Z,WajRqAENuEY
#TokyoCrazyNight 🌃#TravisJapan - LIVE Blu-ray & DVD 9/17Release📀,Shorts,38.0,977706,30998,335,2025-09-02T11:00:13Z,A2RSNm1Qib8
Travis Japan【マリオカート ワールド】遂に全員対決！　#TravisJapan #トラジャ #マリオカート #マリオカートワールド #ゲーム,Shorts,60.0,189020,14420,667,2025-08-29T12:00:47Z,MzhULZ_ptaM
Travis Japan【京本会】きょもさんの振り付けを3人で作ったよ！　#TravisJapan #トラジャ #京本大我 #ダンス,Shorts,60.0,319768,25634,666,2025-08-22T12:01:17Z,hdDluZ8aUdk
Travis Japan【祝30歳】吉澤閑也年表💛　#TravisJapan #トラジャ #吉澤閑也 #年表 #しずマイ姉ちゃん,Shorts,58.0,176346,12475,393,2025-08-15T12:00:49Z,L-bNmWp_2Ww
Travis Japan【上海 後編】雑誌撮影＆お食事会🍖　#TravisJapan #トラジャ #雑誌撮影 #上海料理,Shorts,59.0,304200,15872,458,2025-08-08T12:02:00Z,uu6L0QTvhOw
Travis Japan【初上海】BilibiliWorld 2025に密着📹 ～上海前編～　#TravisJapan #トラジャ #bilibiliworld #上海,Shorts,59.0,159553,12049,269,2025-08-01T12:01:07Z,ZR8JaixxfPs
Travis Japan【全員集合】新アー写撮影📷　#TravisJapan #トラジャ #撮影 #全員集合 #現場密着,Shorts,60.0,198058,14755,349,2025-07-25T12:01:01Z,Rj-W61zShMw
Travis Japan【レシピ】4歳からできるカードゲームやりました👶　#TravisJapan #トラジャ #レシピ #カードゲーム #料理,Shorts,57.0,151867,11540,274,2025-07-18T12:00:03Z,0zz0juVlRp0
Travis Japan【また渋谷ランチ】今回はハンバーガー🍔　#TravisJapan #トラジャ #ハンバーガー #TGIFRIDAYS,Shorts,46.0,175912,12044,280,2025-07-11T12:01:02Z,V9LM6iG3S8g
Travis Japan【しめベガス】祝30歳！爆誕祭🩷　#TravisJapan #トラジャ #七五三掛龍也 #vegas #爆誕祭 #コマネチ,Shorts,58.0,202168,13898,331,2025-07-04T12:00:15Z,4M3eTZ9nlxU
Travis Japan【渋谷ランチ】ハンバーグ食べたよ🍽️　#TravisJapan #トラジャ #ハンバーグ #GOLDRUSH #渋谷,Shorts,59.0,195920,13641,357,2025-06-27T12:00:49Z,P3bBzkbWw8c
ハートメラメラダンス🏹❤️‍🔥❤️‍🔥#バーニングラヴ #リロアンドスティッチ #LiloAndStitch #TravisJapan,Shorts,29.0,560087,22893,400,2025-06-21T10:30:16Z,DQEBDSDqerE
Travis Japan【アタック25】本格クイズでガチ勝負🔥　#TravisJapan #トラジャ #クイズ #アタック25 #プレステ2,Shorts,55.0,159117,12549,320,2025-06-20T12:00:19Z,ALx5IRqZHuk
Travis Japan【ワンナイト人狼】第５弾🐺🌕　#TravisJapan #トラジャ #ワンナイト人狼 #人狼 #静岡,Shorts,39.0,172662,11642,326,2025-06-13T12:01:00Z,Tkq-x8SZIw4
#TravisJapan 📸 Behind the Scenes of Artist Photo Shooting #WorldwideTJ #JustDanceTogether,Shorts,39.0,287432,15981,308,2025-06-10T03:01:11Z,0eMTBJyHQJg
Travis Japan【おかえり】川島如恵留クイズ🤍　#TravisJapan #トラジャ #川島如恵留 #のえる #クイズ #全員集合,Shorts,53.0,390993,27297,1736,2025-06-06T12:01:26Z,hMOEQeYtFkM
Travis Japan【ファンコール講座】明日は12時配信😳　#TravisJapan #トラジャ #CheeringGuide #WouldYouLikeOne #JUSTDANCE,Shorts,43.0,177616,11652,324,2025-05-30T12:00:00Z,-8sfnfqwGrE
Waiting to start💭☺️ 'Would You Like One?'#映画たべっ子どうぶつ#WouldYouLikeOne #WYLO #TravisJapan,Shorts,29.0,241379,12047,170,2025-05-26T09:00:01Z,-mglxFqFr-0
ご注文は？📝🍜 'Would You Like One?' #松田元太 #松倉海斗 #Genta #Machu #TravisJapan,Shorts,24.0,428814,16722,217,2025-05-25T12:01:14Z,l-npSi4CGAI
Travis Japan【マリオカート】最速王は誰だ!?　#TravisJapan #トラジャ #マリオカート #ゲーム,Shorts,47.0,172648,12564,471,2025-05-23T12:01:16Z,dFSqUVS7CEY
😉🫶 'Would You Like One?'#映画たべっ子どうぶつ #WouldYouLikeOne #WYLO #TravisJapan,Shorts,18.0,261173,11950,178,2025-05-21T09:01:34Z,liKOZdppWUI
😉 'Would You Like One?'#映画たべっ子どうぶつ #WouldYouLikeOne #WYLO #TravisJapan,Shorts,14.0,217450,10207,154,2025-05-21T09:00:33Z,HLGqJI4uN1A
MV Behind the Scenes🍜🕺 'Would You Like One?'#映画たべっ子どうぶつ #WouldYouLikeOne #WYLO #TravisJapan,Shorts,34.0,1003141,25463,192,2025-05-19T09:01:12Z,sGTOUaD-urQ
どうぶつさんたちと一緒に🕺'Would You Like One?' #映画たべっ子どうぶつ #WouldYouLikeOne #WYLO #TravisJapan,Shorts,35.0,338979,15017,170,2025-05-18T09:00:35Z,NIyFoVl_zUo
Travis Japan【質問返し】うなぎを食べながら答えました！　#TravisJapan #トラジャ #うなぎ #質問 #静岡,Shorts,52.0,181341,12333,256,2025-05-16T12:00:29Z,GBbEAD_XKpE
#Machu ver. 'Would You Like One?' Solo Dance 🍜#TravisJapan #松倉海斗 #映画たべっ子どうぶつ #WouldYouLikeOne #WYLO,Shorts,34.0,345514,14331,319,2025-05-15T09:00:21Z,8VgQBT4AuOE
#Genta ver. 'Would You Like One?' Solo Dance 🍜#TravisJapan #松田元太 #映画たべっ子どうぶつ #WouldYouLikeOne #WYLO,Shorts,33.0,982193,24960,296,2025-05-14T09:00:17Z,C9XRxz6LCOg
#Shizu ver. 'Would You Like One?' Solo Dance 🍜#TravisJapan #吉澤閑也 #映画たべっ子どうぶつ #WouldYouLikeOne #WYLO,Shorts,31.0,391470,13148,478,2025-05-13T09:00:09Z,8a9ul1e9lHU
#Shime ver. 'Would You Like One?' Solo Dance 🍜#TravisJapan #七五三掛龍也  #映画たべっ子どうぶつ #WouldYouLikeOne,Shorts,32.0,422418,16713,259,2025-05-12T09:00:26Z,L6YSRykTazE
#Umi ver. 'Would You Like One?' Solo Dance 🍜#TravisJapan #中村海人 #映画たべっ子どうぶつ #WouldYouLikeOne #WYLO,Shorts,32.0,600419,19338,520,2025-05-11T09:00:23Z,LyWEd2eEpD8
#Chaka ver. 'Would You Like One?' Solo Dance 🍜#TravisJapan #宮近海斗 #映画たべっ子どうぶつ #WouldYouLikeOne #WYLO,Shorts,30.0,444973,15962,266,2025-05-11T03:01:02Z,sbWUBMf4ncw
'Would You Like One?' Solo Dance 🍜#TravisJapan #映画たべっ子どうぶつ #WouldYouLikeOne #WYLO,Shorts,30.0,249946,12828,166,2025-05-10T09:00:05Z,atswDk1XQ0c
Travis Japan【食べ物人狼】ひとりだけ違う物を食べます。　#TravisJapan #トラジャ #人狼 #食べ物 #食リポ,Shorts,54.0,153621,10274,272,2025-05-09T12:01:45Z,zgVpu1SWpws
#Genta with #Machu 🦁🐒 #映画たべっ子どうぶつ 主題歌「Would You Like One?」#WYLO #松田元太 #松倉海斗,Shorts,31.0,1137791,32593,285,2025-05-07T03:01:07Z,cBDXT5evYwU
#Umi with #Shizu 🐊🐥 #映画たべっ子どうぶつ 主題歌「Would You Like One?」#WYLO #中村海人 #吉澤閑也,Shorts,31.0,442476,15900,265,2025-05-07T03:00:40Z,bOGqIYm_pw8
#Chaka with #Shime 🐘🐰 #映画たべっ子どうぶつ 主題歌「Would You Like One?」#WYLO #宮近海斗 #七五三掛龍也,Shorts,31.0,790497,26782,257,2025-05-04T03:00:24Z,F9a8PEFkB5U
Travis Japan【楽屋ゲーム】しずおか👉しおづけ👉しずや 😱 in 静岡　#TravisJapan #トラジャ #楽屋 #静岡塩漬け閑也 #ゲーム,Shorts,46.0,156552,11037,273,2025-05-02T12:01:26Z,p1nA-26ftYU
'Would You Like One?' MV Behind Staffcam. 📹 #映画たべっ子どうぶつ #WouldYouLikeOne #WYLO #TravisJapan,Shorts,33.0,293211,14347,153,2025-05-01T10:00:11Z,AqF3zKNHDXE
'Would You Like One?' Behind the Scenes of Cover Shooting.📸 #TravisJapan,Shorts,33.0,263793,14975,265,2025-04-27T10:00:23Z,LMc5XGik_KY
Travis Japan【逆再生キング】完コピできるか！？　#TravisJapan #トラジャ #逆再生 #ゲーム,Shorts,51.0,152968,10797,369,2025-04-25T12:01:47Z,tVAYhvbstfo
New Song 'Would You Like One?' 📸 Behind the Scenes of Cover Shooting.#WYLO #TravisJapan,Shorts,27.0,180960,9830,124,2025-04-25T09:00:32Z,FKWtRIOjmLc
Travis Japan – 'Would You Like One?' Teaser ラーメン闘争 ver. (Ramen battle ver.),Shorts,14.0,131312,8196,396,2025-04-19T12:01:37Z,vvCts566ImE
Travis Japan【ネタバレ注意】コンサート裏話in福岡🍜　#TravisJapan #トラジャ #打ち上げ #ネタバレ注意 #VIIsual #福岡,Shorts,38.0,214842,13508,352,2025-04-18T12:00:34Z,FbxnSDHiOC4
Travis Japan – 'Would You Like One?' Teaser 大繁盛 ver. (Now busy! ver.),Shorts,14.0,150028,10070,706,2025-04-16T11:00:47Z,RVtBx823Mh0
'Would You Like One?'🦁Travis Japan Concert Tour 2025 VIIsual at ECOPA Arena🪩 #TravisJapan,Shorts,31.0,339970,12999,121,2025-04-12T03:01:03Z,rmXJK3s3N-E
Travis Japan【香り爆発】画伯爆誕！　#TravisJapan #トラジャ #香水 #トリプルカイト,Shorts,60.0,181905,12352,366,2025-04-11T12:00:35Z,GBo7fNqcUz4
Travis Japan World Tour 2025 VIIsual -Official Teaser (Full ver.)- #TravisJapanWorldTour2025#VIIsual,Shorts,55.0,129651,8354,82,2025-04-08T08:02:00Z,h0IuK7We6Wg
#吉澤閑也 #松倉海斗 'Would You Like One?' お花見🌸 #しっぽダンス🦁 #Shizu #Machu #WYLO #TravisJapan,Shorts,34.0,195199,10302,158,2025-04-08T08:00:19Z,Ko9dSwuVvMk
Travis Japan World Tour 2025 VIIsual -Official Teaser (Full ver.)-,Shorts,55.0,66337,4720,135,2025-04-08T04:00:28Z,QNDEZnuM93c
#宮近海斗 #松田元太 'Would You Like One?' お花見🌸 #しっぽダンス🦁 #Chaka #Genta #WYLO #TravisJapan,Shorts,34.0,545929,21016,189,2025-04-05T11:00:59Z,g8O6QKzOyfo
#中村海人 #七五三掛龍也 'Would You Like One?' お花見🌸 #しっぽダンス🦁 #Umi #Shime #WYLO #TravisJapan,Shorts,34.0,271012,13868,157,2025-04-05T03:00:13Z,GB8_enZtMtA
Travis Japan【花見リベンジ】福岡で桜散策！　#TravisJapan #トラジャ #桜 #花見 #散歩 #福岡,Shorts,41.0,182941,13087,358,2025-04-04T12:00:03Z,1liGNXnFPGA
Travis Japan World Tour 2025 #VIIsual Official Teaser #TravisJapan #TravisJapanWorldTour2025,Shorts,60.0,129890,9165,148,2025-04-03T16:01:42Z,vTk27GP1qus
Travis Japan World Tour 2025 VIIsual -Official Teaser-,Shorts,60.0,87571,6685,371,2025-04-03T16:00:18Z,GUGFE0PqXq4
Travis Japan【大食い企画 第６弾】名古屋の超巨大パフェに挑戦🍨　#TravisJapan　#大食い企画　#パフェ　#名古屋,Shorts,37.0,142921,11392,220,2025-03-28T12:00:50Z,XCEeBMmmOjE
'Would You Like One?' みんなで踊りましょう🐘✨ #しっぽダンス #WorldYouLikeOne #WYLO #TravisJapan #Umi #Shizu #Genta,Shorts,31.0,624719,24004,293,2025-03-27T09:01:12Z,vsLRKNWXbrU
'Would You Like One?' みんなで踊りましょう🦁🪩 #しっぽダンス #WorldYouLikeOne #WYLO #TravisJapan #Chaka #Shime #Machu,Shorts,31.0,669945,26962,263,2025-03-26T12:00:17Z,GIdUOPwh0XE
Travis Japan【オリジナルマーチくん】〇〇くんをコアラに！　#ロッテ #コアラのマーチ #PR #TravisJapan #トラジャ,Shorts,59.0,100927,9933,300,2025-03-23T12:00:22Z,BT1QklfOO4I
Say I do🩷💙 #TravisJapan #七五三掛龍也 #松田元太 #Shime #Genta #SayIdo,Shorts,19.0,405101,16860,125,2025-03-22T13:00:39Z,SU7DiGgUuQA
Say I do💚🧡 #TravisJapan #中村海人 #松倉海斗 #Umi #Machu #SayIdo,Shorts,17.0,426160,19509,208,2025-03-22T03:01:00Z,z0XZYYxXOs8
Say I do❤️💛 #TravisJapan #宮近海斗 #吉澤閑也 #Chaka #Shizu #SayIdo,Shorts,20.0,260291,13812,232,2025-03-22T03:00:29Z,fbO_T23EMYE
Travis Japan【ラーメン】河合くんとコラボ！　#TravisJapan #トラジャ #河合郁人 #ラーメン #思い出トーク,Shorts,54.0,76637,7267,150,2025-03-21T12:00:06Z,5EL-nfP5Pro
