video_id,title,video_type,duration_sec,view_count,like_count,comment_count,published_at,jp_ratio,en_ratio,other_ratio,overseas_total_ratio
nUc31NanmOs,'Travis Japan Concert Tour 2025 VIIsual' Bonus Disc Trailer (Standard Edition),Regular,133.0,130555,7749,418,2025-08-14T11:01:30Z,0.97,0.01,0.02,0.03
pUTnwlkkoKs,'HBD' (From 'Travis Japan Concert Tour 2025 VIIsual' Disc1),Regular,153.0,245411,11318,1291,2025-08-09T15:01:26Z,0.95,0.03,0.02,0.05
YOdHHlloLVo,Travis Japan【上海 後編】初めての上海でワクワク雑誌撮影＆お食事会🍖,Regular,806.0,221638,10861,1173,2025-08-09T12:01:06Z,0.9789473684210527,0.0,0.021052631578947368,0.021052631578947368
8aT3Kpebpt0,'Travis Japan Concert Tour 2025 VIIsual' Bonus Disc Trailer (Limited Edition),Regular,119.0,142508,8322,442,2025-08-07T10:30:04Z,0.94,0.03,0.03,0.06
pKL-dig3cII,Travis Japan【初上海】BilibiliWorld 2025のウラ側をばっちり密着📹 ～上海前編～,Regular,1058.0,263647,11008,737,2025-08-02T12:01:22Z,0.98,0.02,0.0,0.02
ihnzSpMQGq0,'Travis Japan Concert Tour 2025 VIIsual' Bonus Disc Trailer (Limited Press Edition),Regular,99.0,163638,9247,471,2025-07-31T12:01:24Z,0.98,0.0,0.02,0.02
hWcmquuNlyU,Travis Japan【全員集合】のえるが帰って来たから新しいアー写を撮りました📷,Regular,609.0,216684,14433,1050,2025-07-26T12:01:21Z,0.9696969696969697,0.010101010101010102,0.020202020202020204,0.030303030303030304
lz12EIbB8t4,'T.G.I. Friday Night' (From ‘Travis Japan Concert Tour 2025 VIIsual’ Disc1),Regular,153.0,357391,13152,766,2025-07-25T11:01:21Z,0.99,0.01,0.0,0.01
eh9QdpwzeTA,Travis Japan - World of Dance Finals 2025 Performance Highlight,Regular,337.0,225144,12778,997,2025-07-24T13:32:41Z,0.93,0.04,0.03,0.07
gfMmaeBnLcU,Travis Japan【レシピ】4歳からできるカードゲームで激熱🍳料理対決!?,Regular,1305.0,469001,14086,1274,2025-07-19T12:01:15Z,0.9696969696969697,0.0,0.030303030303030304,0.030303030303030304
