title,published_at,view_count,like_count,comment_count,video_id
#3 「Travis Japan の とらみみ」二人体制はこんな感じ！？,2025-12-24T09:10:00Z,42165,3094,72,KA4C71AFKro
Travis Japan【クリプレ交換会】100円ショップでメンバー必需品のアイテムをプレゼント！,2025-12-20T12:01:11Z,560522,19237,2535,Y2Oyso_qlX8
Travis Japan【クリプレ交換会】過去回、概要欄にまとめてますのでぜひ。　#TravisJapan #トラジャ #クリスマス #クリプレ交換会 #100円ショップ,2025-12-19T12:01:25Z,186545,17044,737,eS1gGUZRg0k
☺️ #松倉海斗 #Machu #TravisJapan #stravelers #Maybe,2025-12-19T11:02:08Z,118600,8639,206,SSnixObMjGM
🫰 #松田元太 #Genta #TravisJapan #stravelers #Maybe,2025-12-19T11:00:00Z,133944,9129,194,-NXh-2iObV4
✌️ #吉澤閑也 #Shizu #TravisJapan #stravelers #Maybe,2025-12-18T12:10:07Z,106681,7200,217,gtkLXhWsMIA
😎 #川島如恵留 #Noel #TravisJapan #stravelers #Maybe,2025-12-18T12:09:48Z,115654,8389,246,43iGBnTE_Ac
【JUST!シン日本遺産】シーズン２　# １１をちら見せ、「島根県が誇るスイーツ」続きはTELASAで,2025-12-17T23:00:20Z,41784,3100,149,GMMqjhJt-3U
😘 #七五三掛龍也 #Shime #TravisJapan #stravelers #Maybe,2025-12-17T11:01:53Z,121990,8811,158,hwi4nkM1mMY
😉 #中村海人 #Umi #TravisJapan #stravelers #Maybe,2025-12-17T11:01:26Z,149756,9697,250,kOe2vF1p-Pc
#2「Travis Japan の とらみみ」ってこんな番組！！,2025-12-17T10:35:01Z,49125,3834,78,cq51k6vKQqs
🫶 #宮近海斗 #Chaka #TravisJapan #stravelers #Maybe,2025-12-16T11:01:38Z,138734,10461,255,qSoWn_Vj5BA
Nice TJ!!✨#TravisJapan #stravelers #ストラベラーズ #WelcomeToOurShowTonight,2025-12-15T11:01:46Z,169831,12722,170,uSMW0mxKRaQ
TJ Showへようこそ✨#TravisJapan #stravelers #ストラベラーズ #WelcomeToOurShowTonight,2025-12-14T11:00:53Z,210748,15638,350,Uubo8Ame1IY
Travis Japan【予備校開催】問題を読むだけなのにパニック！だいきょんこつって何！？,2025-12-13T12:01:44Z,553219,16170,2014,p7lDfENOAOs
情報量多め😂#TravisJapan #stravelers #ストラベラーズ #WelcomeToOurShowTonight,2025-12-13T11:01:33Z,173926,13599,238,mBZTi1N2Et4
Travis Japan【予備校開催】問題を読むだけなのに！　#TravisJapan #トラジャ #クイズ #予備校,2025-12-12T12:02:09Z,130596,12081,387,znpsgh9YRZQ
Welcome!!✨ #TravisJapan #stravelers #ストラベラーズ #WelcomeToOurShowTonight,2025-12-12T10:01:25Z,128385,12272,219,htF6j1YCToM
💛🤍❤️ #TravisJapan #stravelers #ストラベラーズ #WelcomeToOurShowTonight,2025-12-11T11:01:42Z,156071,12089,408,v-amRIbawpc
【JUST!シン日本遺産】シーズン２　# １０をちら見せ、「しず&まちゅ人生初の座禅修行」続きはTELASAで,2025-12-10T23:00:01Z,53750,3838,242,069B97FOwxM
🧡💙💚🩷#TravisJapan #stravelers #ストラベラーズ #WelcomeToOurShowTonight,2025-12-10T11:01:12Z,184285,13276,173,_OS556v8SKU
#1 祝！Travis Japanのポッドキャスト番組スタート～番組タイトル決定会議！～,2025-12-10T12:15:03Z,71919,6754,221,7otAy0fLlyM
💜#TravisJapan #stravelers #ストラベラーズ #WelcomeToOurShowTonight,2025-12-09T10:01:38Z,124602,11171,192,uvotqFSXnuE
🥳#TravisJapan #stravelers #ストラベラーズ #WelcomeToOurShowTonight,2025-12-08T10:01:31Z,102555,9461,147,pP0uk44AAb8
Dancing Travis Japan🪩 #TravisJapan #stravelers #ストラベラーズ #WelcomeToOurShowTonight,2025-12-08T10:00:12Z,132870,8911,131,7ZLM36V4jdk
So cute☺️#TravisJapan #stravelers #ストラベラーズ #WelcomeToOurShowTonight,2025-12-07T10:01:11Z,111091,9209,147,hVXqEVqmPv0
🚀#TravisJapan #stravelers #ストラベラーズ,2025-12-07T10:00:48Z,99296,8943,127,UuS6rXqtytg
Behind-the-scenes📽️#TravisJapan #stravelers #ストラベラーズ #WelcomeToOurShowTonight,2025-12-07T10:00:35Z,102053,9969,126,IwgC-werR_c
🤍💚 #Noel #Umi #TravisJapan #stravelers #ストラベラーズ #DiscoBaby,2025-12-07T09:01:13Z,187193,10024,207,geEFS0bqhiU
Travis Japan - 'Welcome To Our Show Tonight' - Dance Practice -,2025-12-06T13:15:10Z,558551,21306,3132,DtRVJaQLc5k
Travis Japan【日本事故物件監視協会 再び】うみ参戦！しめまちゅ驚きすぎて、しずが負傷!?,2025-12-06T12:00:46Z,277355,10977,911,KVz_ltpmqBI
🩷❤️🧡 #Chaka #Shime #Machu #TravisJapan #stravelers #ストラベラーズ #DiscoBaby,2025-12-06T09:19:47Z,218131,14157,220,s5EQ6VItPkQ
💛💙 #Shizu #Genta #TravisJapan #stravelers #ストラベラーズ #DiscoBaby,2025-12-06T09:17:14Z,131612,9715,189,ot_PwcjWY1o
Travis Japan【日本事故物件監視協会 再び（早過ぎ）】うみ参戦！　#TravisJapan #トラジャ #事故物件 #ゲーム #ビビり,2025-12-05T12:01:15Z,140649,12178,356,VjW3IMFhwzk
Happiness😎#TravisJapan #stravelers #ストラベラーズ #TeenageDream,2025-12-04T10:01:43Z,116091,9658,148,uaMX-sLy74U
Summer memories🍖#TravisJapan #stravelers #ストラベラーズ #DiscoBaby,2025-12-04T10:01:15Z,151207,12470,355,gfI1QuiBpUg
【JUST!シン日本遺産】シーズン２　# ９をちら見せ、「ご褒美飯争奪SUP障害物レース」続きはTELASAで,2025-12-03T23:00:14Z,59339,3294,145,4TbBd_sMRf0
『’s travelers』本日は発売日！🪩#TravisJapan #stravelers #ストラベラーズ #DiscoBaby #WelcomeToOurShowTonight,2025-12-03T12:01:57Z,207963,12247,146,reUVpXp289A
😂✨#TravisJapan #stravelers #ストラベラーズ #WelcomeToOurShowTonight,2025-12-02T11:02:01Z,568066,24094,462,y6EnYPHNpeA
Welcome To Our Show Tonight!!CDTV、ありがとうございました！！#TravisJapan #stravelers #WelcomeToOurShowTonight,2025-12-01T13:58:00Z,420668,22445,444,n_w4jaUzWBc
'Welcome To Our Show Tonight' Music Video is OUT NOW!!#TravisJapan #stravelers #ストラベラーズ,2025-12-01T13:57:00Z,166536,12756,178,i9gPPzCxDSw
'Welcome To Our Show Tonight' Music Video is OUT NOW‼︎ #TravisJapan #stravelers #ストラベラーズ,2025-12-01T13:56:00Z,131562,10636,161,RwdzDzhMYyo
'Welcome To Our Show Tonight' Music Video is OUT NOW‼︎ #TravisJapan #stravelers #ストラベラーズ,2025-12-01T13:55:00Z,127913,9569,111,05pWCIuUlN8
Travis Japan – 'Welcome To Our Show Tonight' Music Video,2025-12-01T09:00:07Z,3450286,33212,14117,LPPZ9ZU2-Zs
Travis Japan【mimi-ni】TJのPodcast番組がスタート！だから滑舌鍛えようと思ったのにｗ,2025-11-29T12:01:16Z,218992,11327,997,bCa7nQqqkCk
ちょっと忙しかった松松🎶#TravisJapan #stravelers #ストラベラーズ #DiscoBaby,2025-11-29T03:00:45Z,1892338,32524,207,_9zK5nN98NU
Travis Japan【mimi-ni】TJのPodcast番組がスタート！　#TravisJapan #トラジャ #mimini #podcast #千賀健永,2025-11-28T12:01:30Z,139295,12208,299,e6ct_plN7e8
'Disco Baby' Dance Practice  Behind The Scenes🎥 #TravisJapan #DiscoBaby,2025-11-28T10:30:24Z,107288,8856,72,cll8SEVU84g
'Disco Baby' Dance Practice!!🪩#TravisJapan #stravelers #ストラベラーズ #DiscoBaby,2025-11-28T10:09:21Z,166954,10882,119,ydj3zhfN8tY
【JUST!シン日本遺産】シーズン２　# ８をちら見せ、「青森名物が大集結！超極楽温泉宿で青森名物３本勝負！」続きはTELASAで,2025-11-26T23:00:59Z,75236,3813,106,cFguOG77DKk
'Would You Like One?'  Dance Practice  Behind The Scenes🎥 #TravisJapan #WouldYouLikeOne,2025-11-26T12:01:06Z,149477,11239,130,VzHTb_5j7ZU
じゃまた！😌🧡 #松倉海斗 #Machu #DiscoBaby #stravelers #TravisJapan,2025-11-25T10:00:15Z,127812,10246,281,ACtGw1oqpSY
元太！🥳 #松田元太 #Genta #DiscoBaby #stravelers #TravisJapan,2025-11-24T12:00:38Z,207969,12172,230,HzVXDlytmvY
いこういこう！😊 #吉澤閑也 #Shizu #DiscoBaby #stravelers #TravisJapan,2025-11-23T11:01:28Z,133458,9171,507,o6cEIJJIFxA
Travis Japan【祝31歳】川島如恵留の超努力家な半生を年表化🤍,2025-11-22T12:00:52Z,426201,16886,1600,R8v2hjft2xc
急ぐよ！☺️ #川島如恵留 #Noel #DiscoBaby #stravelers #TravisJapan,2025-11-22T10:01:24Z,138449,10670,301,oQXMgZICUsA
Travis Japan - 'Would You Like One?' - Dance Practice  -,2025-11-21T15:00:50Z,491294,20039,1715,JhjDiPmr8zg
Travis Japan【祝31歳】川島如恵留 年表🤍　#TravisJapan #トラジャ #川島如恵留 #年表,2025-11-21T12:01:39Z,139932,12530,341,kOxjbmo8-50
ちょっと照れてる？🤭#七五三掛龍也 #Shime #DiscoBaby #stravelers #TravisJapan,2025-11-21T10:57:32Z,128191,10089,166,MOqtgrVa2nA
ちょ、ちょっと😆🫧 #中村海人 #Umi #DiscoBaby #stravelers #TravisJapan,2025-11-20T10:30:46Z,150013,11347,285,vEHAICktG5M
【JUST!シン日本遺産】シーズン２　# ７をちら見せ「乗って！飛んで！回る！青森で航空・科学・宇宙を体感！」トレーニングアクティビティ３本勝負！続きはTELASAで,2025-11-19T23:00:43Z,70501,3772,126,TumwW2G087g
放課後はどこに行く？😉 #宮近海斗 #Chaka #DiscoBaby #stravelers #TravisJapan,2025-11-19T11:02:01Z,167889,11814,303,yBzn9qG1_I0
Travis Japan  ’s travelers   -Special Teaser-,2025-11-19T09:01:08Z,127729,9614,1446,gRI7PYSnvoc
#Machu ver.🪩 #DiscoBaby solo dance #松倉海斗 #stravelers #TravisJapan,2025-11-16T10:30:20Z,141578,10371,288,c-ApnH81QS8
Travis Japan【まちゅのポエム】祝28歳🧡伝説のポエミスト松倉海斗がTJポエムを大査定！才能アリは誰？,2025-11-15T12:00:01Z,310174,12947,1743,0DN_MZLn6bI
#Genta ver.🪩 #DiscoBaby solo dance #松田元太 #stravelers #TravisJapan,2025-11-15T10:30:35Z,236664,11228,192,jUCSXTDlZsU
Travis Japan【まちゅのポエム】祝28歳🧡　#TravisJapan #トラジャ #才能査定 #ポエム #松倉海斗,2025-11-14T12:02:02Z,169048,13692,444,s57B1AjPhD0
#Shizu ver.🪩 #DiscoBaby solo dance #吉澤閑也 #stravelers #TravisJapan,2025-11-14T10:30:03Z,148749,9075,320,30nG-jP9Kdo
Travis Japan - 'Tokyo Crazy Night' - Dance Practice  -,2025-11-14T09:00:30Z,557470,23594,2773,fn7mJi25jOY
Travis Japan【帰ってきた人狼鬼ごっこ】鬼は誰だ⁉️ 体力と心理戦が交差する究極のダマし合い再び‼️,2025-11-13T12:00:06Z,1089217,28364,5450,y88xErV5jbY
#Noel ver.🪩 #DiscoBaby solo dance #川島如恵留 #stravelers #TravisJapan,2025-11-13T10:30:00Z,161371,10107,270,1ZHAEFnakcE
【JUST!シン日本遺産】シーズン２　# ６をちら見せ「乗って！飛んで！回る！青森で航空・科学・宇宙を体感！」続きはTELASAで,2025-11-12T23:01:24Z,96873,5050,271,uKn62iOLoE0
Travis Japan【帰ってきた人狼鬼ごっこ】明日はプレミア公開！　#TravisJapan #トラジャ #YouTubeおちゃのまスペシャル #シークレット鬼ごっこ #人狼鬼ごっこ,2025-11-12T12:01:50Z,194907,17623,893,oH0mD7JCWrU
#Shime ver.🪩 #DiscoBaby solo dance #七五三掛龍也 #stravelers #TravisJapan,2025-11-12T10:30:44Z,175410,11252,211,ykJ4xBN6314
#Umi ver.🪩 #DiscoBaby solo dance #中村海人 #stravelers #TravisJapan,2025-11-11T10:30:08Z,198055,12548,302,AhU-U4lmkZw
Travis Japan ’s travelers Limited Edition J -Special Movie Teaser-,2025-11-11T09:00:25Z,100049,7448,529,9_4NFB6aq0I
#Chaka ver.🪩 #DiscoBaby solo dance #宮近海斗 #stravelers #TravisJapan,2025-11-10T10:30:33Z,226939,13922,357,cSA0m9Uchw0
Machu's travelers.🪄 #松倉海斗 #Machu #やっぱりこれトラジャの広告 #DiscoBaby #stravelers #ストラベラーズ#TravisJapan,2025-11-09T10:32:00Z,66005,6495,138,2y3vGtkjdWA
Genta’s travelers.👨‍💼 #松田元太 #Genta #やっぱりこれトラジャの広告 #DiscoBaby #stravelers #ストラベラーズ#TravisJapan,2025-11-09T10:31:00Z,71213,6257,89,QfSZ5wvOVX8
Shizu’s travelers.🤠 #吉澤閑也 #Shizu #やっぱりこれトラジャの広告 #DiscoBaby #stravelers #ストラベラーズ#TravisJapan,2025-11-09T10:30:03Z,43141,4840,130,5WlSj4jSv1I
Travis Japan【日本事故物件監視協会】まちゅ･しめ ビビりすぎ😱ホラーゲームなのに笑笑,2025-11-08T12:00:02Z,347016,13840,1808,0fAR2_OGhIQ
Noel's travelers. 🪄#川島如恵留 #Noel #やっぱりこれトラジャの広告 #DiscoBaby #stravelers #ストラベラーズ#TravisJapan,2025-11-08T10:30:29Z,52344,5725,139,imf5SnjARDI
Shime's travelers.👨‍💼 #七五三掛龍也 #Shime #やっぱりこれトラジャの広告 #DiscoBaby #stravelers #ストラベラーズ#TravisJapan,2025-11-08T10:15:13Z,47624,5362,78,sQOLkbdhuro
Umi's travelers.🤠 #中村海人 #Umi #やっぱりこれトラジャの広告 #DiscoBaby #stravelers #ストラベラーズ#TravisJapan,2025-11-08T10:00:19Z,40963,5409,86,EBahxxbNH3I
Travis Japan【日本事故物件監視協会】ホラーゲームやったよ。　#TravisJapan #トラジャ #事故物件 #ゲーム #ビビり,2025-11-07T12:01:45Z,160441,14791,590,o1e2yw2_DDk
Let's Disco Baby!!🪩  'Disco Baby' MV Behind The Scenes🎥 #TravisJapan#DiscoBaby,2025-11-07T12:01:16Z,99293,8768,136,_o3cJSvFiuw
Chaka's travelers.🪄 #宮近海斗 #Chaka #やっぱりこれトラジャの広告 #DiscoBaby #stravelers #ストラベラーズ#TravisJapan,2025-11-07T10:32:00Z,54881,5964,112,KW-fuIxwl_o
Machu's travelers.👨‍💼 #松倉海斗 #Machu #やっぱりこれトラジャの広告 #DiscoBaby #stravelers #ストラベラーズ#TravisJapan,2025-11-07T09:31:00Z,42030,5144,110,gt9SKM9qpr4
Genta’s travelers.🤠 #松田元太 #Genta #やっぱりこれトラジャの広告 #DiscoBaby #stravelers #ストラベラーズ#TravisJapan,2025-11-07T09:30:33Z,42777,5051,86,Z4aqUKDscBE
Travis Japan ’s travelers Fan Club Exclusive Edition - Special Movie Teaser -,2025-11-07T09:01:15Z,109379,7705,568,i8kvcPkRkjQ
Shizu’s travelers.🪄 #吉澤閑也 #Shizu #やっぱりこれトラジャの広告 #DiscoBaby #stravelers #ストラベラーズ#TravisJapan,2025-11-06T10:30:16Z,47736,5311,180,LpVz_-62jAw
Noel's travelers. 👨‍💼#川島如恵留 #Noel #やっぱりこれトラジャの広告 #DiscoBaby #stravelers #ストラベラーズ#TravisJapan,2025-11-06T10:15:05Z,49719,5703,170,ylKVyM_Z1T0
Shime's travelers.🤠 #七五三掛龍也 #Shime #やっぱりこれトラジャの広告 #DiscoBaby #stravelers #ストラベラーズ#TravisJapan,2025-11-06T10:01:35Z,48490,6213,134,u4g-EKhMrIU
【JUST!シン日本遺産】シーズン２　# ５をちら見せ「デカいもの大好き！茨城が誇る地球一大きな卵」続きはTELASAで,2025-11-05T23:00:02Z,47034,3618,157,1pqlsDKKReU
Umi's travelers.🪄 #中村海人 #Umi #やっぱりこれトラジャの広告 #DiscoBaby #stravelers #ストラベラーズ#TravisJapan,2025-11-05T10:32:00Z,62143,7223,125,B3ohsk3OjDo
Chaka's travelers.👨‍💼 #宮近海斗 #Chaka #やっぱりこれトラジャの広告 #DiscoBaby #stravelers #ストラベラーズ#TravisJapan,2025-11-05T10:31:00Z,57901,6472,125,obP1pWI1ME8
Machu's travelers.🤠 #松倉海斗 #Machu #やっぱりこれトラジャの広告 #DiscoBaby #stravelers #ストラベラーズ#TravisJapan,2025-11-05T10:30:01Z,53740,6495,161,0zQaolCYqMk
Let's Disco Baby!!🪩 #宮近海斗#Chaka#七五三掛龍也#Shime #DiscoBaby #stravelers #ストラベラーズ#TravisJapan,2025-11-05T10:01:08Z,170841,13428,391,cIrlDM2Rk6A
Genta’s travelers.🪄 #松田元太 #Genta #やっぱりこれトラジャの広告 #DiscoBaby #stravelers #ストラベラーズ#TravisJapan,2025-11-04T10:32:01Z,73582,7874,168,hQ0Zl2iUEp0
Shizu’s travelers.👨‍💼 #吉澤閑也 #Shizu #やっぱりこれトラジャの広告 #DiscoBaby #stravelers #ストラベラーズ#TravisJapan,2025-11-04T10:31:00Z,70706,6839,188,QSEWXMIwuVU
Noel's travelers.🤠 #川島如恵留 #Noel #やっぱりこれトラジャの広告 #DiscoBaby #stravelers #ストラベラーズ#TravisJapan,2025-11-04T10:30:04Z,54136,6480,180,7D6EP_w0eME
Let's Disco Baby!!🪩 #川島如恵留#Noel#吉澤閑也#Shizu #DiscoBaby #stravelers #ストラベラーズ#TravisJapan,2025-11-04T10:00:27Z,178144,12467,375,Bk3QeObCC90
Travis Japan - 'Disco Baby' - Dance Practice -,2025-11-03T11:00:12Z,860983,27906,5887,gTN6owBOXpk
Shime's travelers.🪄 #七五三掛龍也 #Shime #やっぱりこれトラジャの広告 #DiscoBaby #stravelers #ストラベラーズ#TravisJapan,2025-11-03T10:02:00Z,87439,9516,220,TULPSM6tgnQ
Umi's travelers.👨‍💼 #中村海人 #Umi #やっぱりこれトラジャの広告 #DiscoBaby #stravelers #ストラベラーズ#TravisJapan,2025-11-03T10:01:42Z,94588,8652,223,jNIeCvp3pTQ
Chaka's travelers.🤠 #宮近海斗 #Chaka #やっぱりこれトラジャの広告 #DiscoBaby #stravelers #ストラベラーズ#TravisJapan,2025-11-03T10:00:30Z,74492,7906,178,C9S6VnwJrdY
Let's Disco Baby!!🪩 #中村海人#Umi#松田元太#Genta#松倉海斗#Machu #DiscoBaby #stravelers #ストラベラーズ#TravisJapan,2025-11-03T09:01:24Z,384918,24145,506,ur_Ib58CqsY
Let's dance﻿ together🪩 #DiscoBaby #stravelers #ストラベラーズ#TravisJapan,2025-11-02T10:30:38Z,114379,8655,86,oR1OWRKt0YU
3rd Anniversary Travis Japan YouTube LIVE - 'Disco Baby' Performance Video -,2025-11-02T10:02:42Z,372178,13499,787,H9QpXU94zRM
3rd Anniversary Travis Japan YouTube LIVE -Talk Section-,2025-11-02T10:02:30Z,179146,8624,521,CAYU7BkZ1PE
『with MUSIC』ありがとうございました⭐️ #DiscoBaby #stravelers #ストラベラーズ #TravisJapan,2025-11-02T10:00:59Z,251542,13444,193,e__HX3iG03U
Travis Japan【バンコク公演】Vllsualワールドツアー裏側密着！ついに完走！みんなありがとう！,2025-11-01T12:01:42Z,128082,8132,530,tGTHk-DUdAo
一緒に星を作ろう〜⭐️Let's Disco Baby!! #DiscoBaby #stravelers #ストラベラーズ #TravisJapan,2025-11-01T10:30:39Z,250552,13844,225,r2-idkcRmVU
『バズリズム02』ありがとうございました⭐️ #DiscoBaby #stravelers #ストラベラーズ#TravisJapan,2025-11-01T10:00:06Z,337306,17667,223,1xjeB5KjWpk
Travis Japan【バンコク公演】Vllsualワールドツアー裏側密着！ついに完走！　#TravisJapan #トラジャ #VIIsual #バンコク #bangkok,2025-10-31T12:00:20Z,139995,11373,225,5EYqvC8yyoE
A lesson in making the Star Pose⭐⭐⭐ #DiscoBaby⁡#stravelers#TravisJapan,2025-10-31T11:30:52Z,118753,9659,248,tLl_ZKKToJ4
Behind the Scenes of album cover shooting🚀⁡#stravelers#DiscoBaby#TravisJapan,2025-10-31T11:01:39Z,119769,9907,171,kGuMY1vvhaY
そんなに見ないで〜🙈'Disco Baby' MV Behind The Scenes🕺🔥#DiscoBaby ⁡#stravelers #TravisJapan,2025-10-31T11:01:09Z,172570,11264,158,hIUFuAOQyFg
Travis Japan ’s travelers  Limited Edition T -Special Movie Teaser-,2025-10-31T09:00:10Z,116432,8769,542,qz5inJ91WM4
Behind the Scenes of album cover shooting💿 #TravisJapan #stravelers #ストラベラーズ #DiscoBaby,2025-10-30T12:30:17Z,130059,10602,185,DY64sii_ihU
'Disco Baby’ MV Behind The Scenes🎥 #DiscoBaby #TravisJapan #stravelers #ストラベラーズ,2025-10-30T12:01:48Z,138926,10371,125,peQL-EyPdt4
【JUST!シン日本遺産】シーズン２　# ４をちら見せ「デカいもの大好き！茨城が誇る日本一大きな頭」続きはTELASAで,2025-10-29T23:00:12Z,54697,4069,217,4aoi1BFLkjw
Break Time☕️💭 #TravisJapan #DiscoBaby #stravelers #ストラベラーズ,2025-10-29T13:01:34Z,178782,13072,335,dwpDXhg9qMk
"Let's Disco Baby!!🪩 Watch the full ""Disco Baby"" Music Video now!! #TravisJapan#DiscoBaby#stravelers",2025-10-29T12:00:01Z,254625,15527,264,0ASm7hrmJHE
Let’s disco baby!!🪩🕺 'Disco Baby' MV is OUT NOW!! #TravisJapan #stravelers #DiscoBaby,2025-10-28T12:01:19Z,118968,10592,157,cxqNPaDWnEM
彩るこの夜は終わらない✨ 'Disco Baby' MV is OUT NOW!! #TravisJapan #stravelers #DiscoBaby,2025-10-28T09:00:56Z,141466,11415,155,_3ok0_zhdjw
鏡チェックして乗り出した First step🕺 'Disco Baby' MV is OUT NOW!! #TravisJapan #stravelers #DiscoBaby,2025-10-27T13:00:02Z,238489,15720,258,1_eoEhGRA28
皆 Let’s dance!!🪩 'Disco Baby' MV is OUT NOW!! #TravisJapan #stravelers #DiscoBaby,2025-10-27T09:30:05Z,197520,12990,207,5GARJWN5Dus
Travis Japan – 'Disco Baby' Music Video,2025-10-27T09:00:07Z,5836107,43624,25134,S2z8USvWn1Q
Travis Japan 'Disco Baby' Teaser (from ’s travelers) ★★★★★,2025-10-26T12:00:10Z,115923,8344,460,fExswl_C9Tw
Travis Japan【スペシャル対談】Hey! Say! JUMP有岡くん×宮近📢JUMP兄さんの新曲｢GHOST｣振付裏話や15年前の出会いとか。,2025-10-25T12:00:03Z,266344,16842,967,0NZsECp94Sk
Travis Japan【スペシャル対談】Hey! Say! JUMP有岡くん×宮近📢振付裏話や出会いとか。　#TravisJapan #トラジャ #有岡大貴,2025-10-24T12:00:14Z,148366,14979,412,7q644xq9ogQ
【JUST!シン日本遺産】シーズン２　# ３をちら見せ「太古の時代を大冒険！ジュラシック系宝探しテーマパーク」続きはTELASAで,2025-10-22T23:00:58Z,49914,3795,135,fei5ITyLyWY
🕺🎧'Disco Baby' 2025.10.27(Mon) Digital Release★★★ #DiscoBaby #TravisJapan,2025-10-21T09:00:41Z,296616,16075,293,R3KkLUzj0H0
Travis Japan 'Disco Baby' Teaser (from 3rd Album) ★★★★,2025-10-20T09:00:05Z,267913,12979,1003,2KYgwVPNWL0
Travis Japan【大食い】二郎系ラーメンで大食いの神様も限界!?新たな刺客…,2025-10-18T12:01:32Z,916946,19860,1658,kOJNYMAnJBY
🪩🕺'Disco Baby' 2025.10.27(Mon) Digital Release🎧 #DiscoBaby #TravisJapan,2025-10-18T11:01:19Z,463185,18585,373,jvRdHoM-y9Y
Travis Japan【大食い】二郎系ラーメンで対決！　#TravisJapan #トラジャ #大食い #ラーメン,2025-10-17T12:00:08Z,216721,14759,494,1Ct3JYNCoVA
【JUST!シン日本遺産】シーズン２　# 2 をちら見せ「背中にライドオン！新感覚マリンアクティビティ」続きはTELASAで,2025-10-15T23:00:14Z,65745,4559,223,CNzdSRyW5Ww
Travis Japan 3rd Album Teaser ★★★,2025-10-13T09:00:24Z,211556,12399,913,CPWbyeE-G7k
Travis Japan【香港ディズニーランド】香港密着特別編！プライベートです。,2025-10-11T12:01:27Z,377358,13586,1257,ncKCXx-IS3Y
Travis Japan【香港ディズニーランド】香港密着特別編！　#TravisJapan #トラジャ #香港 #ディズニーランド #hongkong,2025-10-10T12:01:07Z,155597,12196,371,Xs6zUd0RlnE
【JUST!シン日本遺産】シーズン２　# １をちら見せ「男を磨く！沖縄が世界に誇るサンチン」続きはTELASAで,2025-10-08T23:00:41Z,100387,6366,310,Zn2u2ke1ZYM
'Disco Baby' 2025.10.27(Mon) Digital Release🪩🕺撮影では可愛い顔もしたりするよ〜📸#TravisJapan #DiscoBaby,2025-10-08T11:01:08Z,212708,14602,324,deiV2EpJjjI
'Disco Baby' 2025.10.27 Digital Release🪩🕺Behind the Scenes of Artist photo📸#DiscoBaby#TravisJapan,2025-10-07T11:01:13Z,266547,15934,412,hCzXsdLUc7A
Travis Japan【香港公演】Vllsualワールドツアー裏側密着！香港でも盛り上がっちゃっていいですか!?,2025-10-04T12:00:09Z,167113,9360,561,4-K_hSnTCmc
Travis Japan【香港公演】Vllsualワールドツアー裏側密着！　#TravisJapan #トラジャ #VIIsual #香港 #hongkong,2025-10-03T12:01:00Z,123234,10349,133,S-PWQyy0ZTc
Travis Japan 3rd Album Teaser ★★,2025-10-03T09:00:40Z,183147,11770,918,OSTPerwFI0U
Travis Japan【台北公演】Vllsualワールドツアー裏側密着！ファミクラストアにも行ってきたよ～,2025-09-27T12:00:57Z,307920,11862,665,Pu1TgUUcyC8
Travis Japan【台北公演】Vllsualワールドツアー裏側密着！　#TravisJapan #トラジャ #VIIsual #台湾  #台北,2025-09-26T12:00:30Z,169034,13118,254,FVjaNME3kLs
Travis Japan【アタック25 再び】打倒のえる！6対1でリベンジなるか…,2025-09-20T12:01:09Z,537661,15968,1525,bPpTYOjWkEc
Travis Japan【アタック25 再び】打倒のえる！ #TravisJapan #トラジャ #アタック25 #クイズ,2025-09-19T12:00:48Z,141350,12466,321,NtezD1wHzYA
T.G.I. Friday Night - LIVE Blu-ray＆DVD'Travis Japan Concert Tour 2025 VIIsual' 2025.9.17 Release,2025-09-17T09:01:07Z,232401,12792,124,hFj7L3IDGWU
LEVEL UP - LIVE Blu-ray＆DVD'Travis Japan Concert Tour 2025 VIIsual' 2025.9.17 Release #TravisJapan,2025-09-17T08:30:19Z,164840,10348,63,W6YL7elOzqk
BO$$Y - LIVE Blu-ray＆DVD'Travis Japan Concert Tour 2025 VIIsual' 2025.9.17 Release #TravisJapan,2025-09-17T08:00:37Z,190298,12290,102,Vw-fAw88XWY
Sweetest Tune - LIVE Blu-ray＆DVD'Travis Japan Concert Tour 2025 VIIsual' 2025.9.17 Release,2025-09-16T11:00:29Z,643926,23921,239,Bodsvf9kjow
Candy Kiss - LIVE Blu-ray＆DVD'Travis Japan Concert Tour 2025 VIIsual' 2025.9.17 Release #TravisJapan,2025-09-16T10:45:07Z,234403,13600,107,xgcgBCpqWFo
Crazy Crazy - LIVE Blu-ray＆DVD'Travis Japan Concert Tour 2025 VIIsual' 2025.9.17 Release#TravisJapan,2025-09-16T10:30:53Z,362099,15602,163,yX173cwNG6E
Coming Soon: Travis Japan 3rd Album Teaser,2025-09-16T09:00:22Z,217573,13409,1164,A-r4yR9wpBg
Travis Japan Concert Tour 2025 Vllsual 発売まで あと３日！発売直前スペシャル生配信,2025-09-14T12:26:58Z,289958,0,797,feUx2t01UrA
Travis Japan【9/14(日)20時〜生配信やります】DVD&BD発売スペシャル  #TravisJapan #トラジャ #VIIsual,2025-09-12T12:01:17Z,211316,15535,363,_DfmUfsK_nE
Travis Japan【足音ダンス 第2弾】あのダンス企画再び！感動を届けることができるのか！？,2025-09-06T12:01:06Z,1242995,29048,2953,Xsn1F9-MQcQ
