title,published_at,view_count,like_count,comment_count,video_id
Travis Japan【足音ダンス 第2弾】あのダンス企画再び！　#TravisJapan #トラジャ #足音ダンス #シンクロダンス,2025-09-05T12:01:48Z,242965,17714,609,rxCj58UXTBE
#Rush🪽#TravisJapan - 9/17Release📀 LIVE Blu-ray & DVD 'Travis Japan Concert Tour 2025 VIIsual',2025-09-02T11:01:42Z,1102964,36885,517,WajRqAENuEY
#TokyoCrazyNight 🌃#TravisJapan - LIVE Blu-ray & DVD 9/17Release📀,2025-09-02T11:00:13Z,977706,30998,335,A2RSNm1Qib8
'Rush' (From 'Travis Japan Concert Tour 2025 VIIsual' Limited Press Edition Disc2),2025-09-01T13:00:49Z,719837,22585,3293,R6pn31K0Pdc
Travis Japan【マリオカート ワールド】遂に全員対決！TJ最速王決定戦🏁,2025-08-30T12:01:37Z,536484,15279,1798,rIJzp6v6PHc
Travis Japan【マリオカート ワールド】遂に全員対決！　#TravisJapan #トラジャ #マリオカート #マリオカートワールド #ゲーム,2025-08-29T12:00:47Z,189020,14420,667,MzhULZ_ptaM
Travis Japan【京本会】SixTONES京本くんのダンスを作った本気の2日間,2025-08-23T12:00:07Z,783353,35965,2526,289avroWgSY
Travis Japan【京本会】きょもさんの振り付けを3人で作ったよ！　#TravisJapan #トラジャ #京本大我 #ダンス,2025-08-22T12:01:17Z,319768,25634,666,hdDluZ8aUdk
'BO$$Y' (From 'Travis Japan Concert Tour 2025 VIIsual' Disc1),2025-08-18T10:00:02Z,559628,18162,1908,0V4yA4RZjic
Travis Japan【祝30歳】吉澤閑也の人生を年表でとことん深掘り💛,2025-08-16T12:00:18Z,520487,15465,1525,BlnsEpf9NxI
Travis Japan【祝30歳】吉澤閑也年表💛　#TravisJapan #トラジャ #吉澤閑也 #年表 #しずマイ姉ちゃん,2025-08-15T12:00:49Z,176346,12475,393,L-bNmWp_2Ww
'Travis Japan Concert Tour 2025 VIIsual' Bonus Disc Trailer (Standard Edition),2025-08-14T11:01:30Z,130555,7749,418,nUc31NanmOs
'HBD' (From 'Travis Japan Concert Tour 2025 VIIsual' Disc1),2025-08-09T15:01:26Z,245406,11318,1291,pUTnwlkkoKs
Travis Japan【上海 後編】初めての上海でワクワク雑誌撮影＆お食事会🍖,2025-08-09T12:01:06Z,221638,10861,1173,YOdHHlloLVo
Travis Japan【上海 後編】雑誌撮影＆お食事会🍖　#TravisJapan #トラジャ #雑誌撮影 #上海料理,2025-08-08T12:02:00Z,304200,15872,458,uu6L0QTvhOw
'Travis Japan Concert Tour 2025 VIIsual' Bonus Disc Trailer (Limited Edition),2025-08-07T10:30:04Z,142508,8322,442,8aT3Kpebpt0
Travis Japan【初上海】BilibiliWorld 2025のウラ側をばっちり密着📹 ～上海前編～,2025-08-02T12:01:22Z,263647,11008,737,pKL-dig3cII
Travis Japan【初上海】BilibiliWorld 2025に密着📹 ～上海前編～　#TravisJapan #トラジャ #bilibiliworld #上海,2025-08-01T12:01:07Z,159553,12049,269,ZR8JaixxfPs
'Travis Japan Concert Tour 2025 VIIsual' Bonus Disc Trailer (Limited Press Edition),2025-07-31T12:01:24Z,163638,9247,471,ihnzSpMQGq0
Travis Japan【全員集合】のえるが帰って来たから新しいアー写を撮りました📷,2025-07-26T12:01:21Z,216684,14433,1050,hWcmquuNlyU
Travis Japan【全員集合】新アー写撮影📷　#TravisJapan #トラジャ #撮影 #全員集合 #現場密着,2025-07-25T12:01:01Z,198058,14755,349,Rj-W61zShMw
'T.G.I. Friday Night' (From ‘Travis Japan Concert Tour 2025 VIIsual’ Disc1),2025-07-25T11:01:21Z,357347,13152,766,lz12EIbB8t4
Travis Japan - World of Dance Finals 2025 Performance Highlight,2025-07-24T13:32:41Z,225144,12778,997,eh9QdpwzeTA
Travis Japan【レシピ】4歳からできるカードゲームで激熱🍳料理対決!?,2025-07-19T12:01:15Z,469001,14086,1274,gfMmaeBnLcU
Travis Japan【レシピ】4歳からできるカードゲームやりました👶　#TravisJapan #トラジャ #レシピ #カードゲーム #料理,2025-07-18T12:00:03Z,151867,11540,274,0zz0juVlRp0
'Travis Japan Concert Tour 2025 VIIsual' Disc1 Short Teaser,2025-07-18T10:00:38Z,183589,9439,374,IPoZI0ZxWic
Travis Japan【また渋谷ランチ】今回はハンバーガー🍔しめサプライズあり🩷,2025-07-12T12:01:26Z,409490,13022,1092,oEOMC2fkTek
Travis Japan【また渋谷ランチ】今回はハンバーガー🍔　#TravisJapan #トラジャ #ハンバーガー #TGIFRIDAYS,2025-07-11T12:01:02Z,175912,12044,280,V9LM6iG3S8g
Travis Japan【しめベガス】祝30歳！七五三掛龍也のポテンシャルを探る！,2025-07-05T12:01:44Z,477222,14734,1531,tbb-PxwdixM
Travis Japan【しめベガス】祝30歳！爆誕祭🩷　#TravisJapan #トラジャ #七五三掛龍也 #vegas #爆誕祭 #コマネチ,2025-07-04T12:00:15Z,202168,13898,331,4M3eTZ9nlxU
Travis Japan【渋谷ランチ】思い出のハンバーグ店でエモトーク🍽️,2025-06-28T12:00:22Z,313802,11335,906,DFb-s8Mqs4k
Travis Japan【渋谷ランチ】ハンバーグ食べたよ🍽️　#TravisJapan #トラジャ #ハンバーグ #GOLDRUSH #渋谷,2025-06-27T12:00:49Z,195920,13641,357,P3bBzkbWw8c
Travis Japan【アタック25】のえるに負けるもんか！本格クイズでガチ勝負🔥,2025-06-21T12:01:48Z,424409,13288,1243,ygn7kb_QNEc
ハートメラメラダンス🏹❤️‍🔥❤️‍🔥#バーニングラヴ #リロアンドスティッチ #LiloAndStitch #TravisJapan,2025-06-21T10:30:16Z,560087,22893,400,DQEBDSDqerE
Travis Japan【アタック25】本格クイズでガチ勝負🔥　#TravisJapan #トラジャ #クイズ #アタック25 #プレステ2,2025-06-20T12:00:19Z,159117,12549,320,ALx5IRqZHuk
Travis Japan【ワンナイト人狼】第５弾🐺🌕静岡で再びダマしダマされの心理戦開幕！！,2025-06-14T12:00:11Z,307165,11202,900,3NTgppglAFM
Travis Japan【ワンナイト人狼】第５弾🐺🌕　#TravisJapan #トラジャ #ワンナイト人狼 #人狼 #静岡,2025-06-13T12:01:00Z,172662,11642,326,Tkq-x8SZIw4
#TravisJapan 📸 Behind the Scenes of Artist Photo Shooting #WorldwideTJ #JustDanceTogether,2025-06-10T03:01:11Z,287432,15981,308,0eMTBJyHQJg
Travis Japan【おかえり】川島如恵留クイズ😺のえるのイイとこ全部あげてこ🤍,2025-06-07T12:00:30Z,806538,26909,2802,LYqcEVLZkLk
Travis Japan【おかえり】川島如恵留クイズ🤍　#TravisJapan #トラジャ #川島如恵留 #のえる #クイズ #全員集合,2025-06-06T12:01:26Z,390993,27297,1736,hMOEQeYtFkM
Travis Japan【ファンコール講座】｢JUST DANCE!｣｢Would You Like One?｣,2025-05-31T03:00:42Z,292170,12949,924,YI0pA1nDX_0
Travis Japan【ファンコール講座】明日は12時配信😳　#TravisJapan #トラジャ #CheeringGuide #WouldYouLikeOne #JUSTDANCE,2025-05-30T12:00:00Z,177616,11652,324,-8sfnfqwGrE
Waiting to start💭☺️ 'Would You Like One?'#映画たべっ子どうぶつ#WouldYouLikeOne #WYLO #TravisJapan,2025-05-26T09:00:01Z,241379,12047,170,-mglxFqFr-0
ご注文は？📝🍜 'Would You Like One?' #松田元太 #松倉海斗 #Genta #Machu #TravisJapan,2025-05-25T12:01:14Z,428814,16722,217,l-npSi4CGAI
Travis Japan【マリオカート】笑いあり涙ありのガチバトル！TJ最速王は誰だ!?,2025-05-24T12:00:31Z,471850,14571,1399,DOaGYqym8mo
Travis Japan【マリオカート】最速王は誰だ!?　#TravisJapan #トラジャ #マリオカート #ゲーム,2025-05-23T12:01:16Z,172648,12564,471,dFSqUVS7CEY
😉🫶 'Would You Like One?'#映画たべっ子どうぶつ #WouldYouLikeOne #WYLO #TravisJapan,2025-05-21T09:01:34Z,261173,11950,178,liKOZdppWUI
😉 'Would You Like One?'#映画たべっ子どうぶつ #WouldYouLikeOne #WYLO #TravisJapan,2025-05-21T09:00:33Z,217450,10207,154,HLGqJI4uN1A
MV Behind the Scenes🍜🕺 'Would You Like One?'#映画たべっ子どうぶつ #WouldYouLikeOne #WYLO #TravisJapan,2025-05-19T09:01:12Z,1003144,25463,192,sGTOUaD-urQ
どうぶつさんたちと一緒に🕺'Would You Like One?' #映画たべっ子どうぶつ #WouldYouLikeOne #WYLO #TravisJapan,2025-05-18T09:00:35Z,338979,15017,170,NIyFoVl_zUo
Travis Japan【質問返し】静岡でうなぎを食べながらお返事しちゃうぞ！,2025-05-17T12:00:48Z,408468,13483,1344,RSBMMJY4DCI
Travis Japan【質問返し】うなぎを食べながら答えました！　#TravisJapan #トラジャ #うなぎ #質問 #静岡,2025-05-16T12:00:29Z,181341,12333,256,GBbEAD_XKpE
#Machu ver. 'Would You Like One?' Solo Dance 🍜#TravisJapan #松倉海斗 #映画たべっ子どうぶつ #WouldYouLikeOne #WYLO,2025-05-15T09:00:21Z,345514,14331,319,8VgQBT4AuOE
#Genta ver. 'Would You Like One?' Solo Dance 🍜#TravisJapan #松田元太 #映画たべっ子どうぶつ #WouldYouLikeOne #WYLO,2025-05-14T09:00:17Z,982193,24960,296,C9XRxz6LCOg
#Shizu ver. 'Would You Like One?' Solo Dance 🍜#TravisJapan #吉澤閑也 #映画たべっ子どうぶつ #WouldYouLikeOne #WYLO,2025-05-13T09:00:09Z,391470,13148,478,8a9ul1e9lHU
#Shime ver. 'Would You Like One?' Solo Dance 🍜#TravisJapan #七五三掛龍也  #映画たべっ子どうぶつ #WouldYouLikeOne,2025-05-12T09:00:26Z,422418,16713,259,L6YSRykTazE
#Umi ver. 'Would You Like One?' Solo Dance 🍜#TravisJapan #中村海人 #映画たべっ子どうぶつ #WouldYouLikeOne #WYLO,2025-05-11T09:00:23Z,600419,19338,520,LyWEd2eEpD8
#Chaka ver. 'Would You Like One?' Solo Dance 🍜#TravisJapan #宮近海斗 #映画たべっ子どうぶつ #WouldYouLikeOne #WYLO,2025-05-11T03:01:02Z,444973,15962,266,sbWUBMf4ncw
Travis Japan【食べ物人狼】ひとりだけ違う食べ物を食べている人狼は誰だ!?,2025-05-10T12:00:31Z,415308,12841,883,CWhvwhOheY4
'Would You Like One?' Solo Dance 🍜#TravisJapan #映画たべっ子どうぶつ #WouldYouLikeOne #WYLO,2025-05-10T09:00:05Z,249946,12828,166,atswDk1XQ0c
Travis Japan【食べ物人狼】ひとりだけ違う物を食べます。　#TravisJapan #トラジャ #人狼 #食べ物 #食リポ,2025-05-09T12:01:45Z,153621,10274,272,zgVpu1SWpws
#Genta with #Machu 🦁🐒 #映画たべっ子どうぶつ 主題歌「Would You Like One?」#WYLO #松田元太 #松倉海斗,2025-05-07T03:01:07Z,1137791,32593,285,cBDXT5evYwU
#Umi with #Shizu 🐊🐥 #映画たべっ子どうぶつ 主題歌「Would You Like One?」#WYLO #中村海人 #吉澤閑也,2025-05-07T03:00:40Z,442476,15900,265,bOGqIYm_pw8
#Chaka with #Shime 🐘🐰 #映画たべっ子どうぶつ 主題歌「Would You Like One?」#WYLO #宮近海斗 #七五三掛龍也,2025-05-04T03:00:24Z,790497,26782,257,F9a8PEFkB5U
Travis Japan – 'Would You Like One?' Music Video behind the scenes,2025-05-03T12:00:36Z,230534,11353,783,Mm2c9MDhk8s
Travis Japan【楽屋ゲーム】しずおか👉しおづけ👉しずや 😱！静岡で大混乱＆大波乱＆大爆笑!?,2025-05-03T12:00:03Z,265538,11669,1090,03fSsYaPWl4
Travis Japan【楽屋ゲーム】しずおか👉しおづけ👉しずや 😱 in 静岡　#TravisJapan #トラジャ #楽屋 #静岡塩漬け閑也 #ゲーム,2025-05-02T12:01:26Z,156552,11037,273,p1nA-26ftYU
'Would You Like One?' MV Behind Staffcam. 📹 #映画たべっ子どうぶつ #WouldYouLikeOne #WYLO #TravisJapan,2025-05-01T10:00:11Z,293211,14347,153,AqF3zKNHDXE
Travis Japan – 'Would You Like One?' Music Video,2025-04-27T15:00:06Z,5797322,49556,18124,G056SzS3fg8
'Would You Like One?' Behind the Scenes of Cover Shooting.📸 #TravisJapan,2025-04-27T10:00:23Z,263793,14975,265,LMc5XGik_KY
Travis Japan【逆再生キング】耳コピで逆再生を完コピせよ！,2025-04-26T12:00:08Z,261261,11360,738,2hKSnt0vE4E
Travis Japan【逆再生キング】完コピできるか！？　#TravisJapan #トラジャ #逆再生 #ゲーム,2025-04-25T12:01:47Z,152968,10797,369,tVAYhvbstfo
New Song 'Would You Like One?' 📸 Behind the Scenes of Cover Shooting.#WYLO #TravisJapan,2025-04-25T09:00:32Z,180960,9830,124,FKWtRIOjmLc
Travis Japan – 'Would You Like One?' Teaser ラーメン闘争 ver. (Ramen battle ver.),2025-04-19T12:01:37Z,131312,8196,396,vvCts566ImE
Travis Japan【ネタバレ注意】福岡でコンサートの裏話を話しちゃいました🍜,2025-04-19T12:00:32Z,477325,14453,1270,BlDICPKXZc4
Travis Japan【ネタバレ注意】コンサート裏話in福岡🍜　#TravisJapan #トラジャ #打ち上げ #ネタバレ注意 #VIIsual #福岡,2025-04-18T12:00:34Z,214842,13508,352,FbxnSDHiOC4
Travis Japan – 'Would You Like One?' Teaser 大繁盛 ver. (Now busy! ver.),2025-04-16T11:00:47Z,150028,10070,706,RVtBx823Mh0
Travis Japan【香り爆発】画伯爆誕！香水からイメージして絵を描くのだ！！,2025-04-12T12:01:04Z,248757,10574,1027,ZvHrygSB79Q
'Would You Like One?'🦁Travis Japan Concert Tour 2025 VIIsual at ECOPA Arena🪩 #TravisJapan,2025-04-12T03:01:03Z,339970,12999,121,rmXJK3s3N-E
Travis Japan【香り爆発】画伯爆誕！　#TravisJapan #トラジャ #香水 #トリプルカイト,2025-04-11T12:00:35Z,181905,12352,366,GBo7fNqcUz4
Travis Japan – 'Would You Like One?' - Performance Video –,2025-04-11T10:00:22Z,2957360,30819,3475,Ga7w5qw1Cr0
Travis Japan World Tour 2025 VIIsual -Official Teaser (Full ver.)- #TravisJapanWorldTour2025#VIIsual,2025-04-08T08:02:00Z,129651,8354,82,h0IuK7We6Wg
#吉澤閑也 #松倉海斗 'Would You Like One?' お花見🌸 #しっぽダンス🦁 #Shizu #Machu #WYLO #TravisJapan,2025-04-08T08:00:19Z,195199,10302,158,Ko9dSwuVvMk
Travis Japan World Tour 2025 VIIsual -Official Teaser (Full ver.)-,2025-04-08T04:00:28Z,66337,4720,135,QNDEZnuM93c
Travis Japan【花見リベンジ】福岡で桜散策！今年こそ🌸を見ることができるのか!?,2025-04-05T12:01:12Z,416830,15195,1285,q5_8CZMooZQ
#宮近海斗 #松田元太 'Would You Like One?' お花見🌸 #しっぽダンス🦁 #Chaka #Genta #WYLO #TravisJapan,2025-04-05T11:00:59Z,545929,21016,189,g8O6QKzOyfo
#中村海人 #七五三掛龍也 'Would You Like One?' お花見🌸 #しっぽダンス🦁 #Umi #Shime #WYLO #TravisJapan,2025-04-05T03:00:13Z,271012,13868,157,GB8_enZtMtA
Travis Japan【花見リベンジ】福岡で桜散策！　#TravisJapan #トラジャ #桜 #花見 #散歩 #福岡,2025-04-04T12:00:03Z,182941,13087,358,1liGNXnFPGA
Travis Japan World Tour 2025 #VIIsual Official Teaser #TravisJapan #TravisJapanWorldTour2025,2025-04-03T16:01:42Z,129890,9165,148,vTk27GP1qus
Travis Japan World Tour 2025 VIIsual -Official Teaser-,2025-04-03T16:00:18Z,87571,6685,371,GUGFE0PqXq4
Travis Japan【大食い企画 第６弾】名古屋の超巨大パフェに挑戦🍨大食いの神（自称）は甘い物苦手だが果たして！？,2025-03-29T12:00:34Z,898551,19915,1313,MmVncHJS5dM
【JUST！シン日本遺産】# ８をちら見せ「シンの先のシン！天国に続く『７７７』」続きはTELASAで,2025-03-28T23:00:13Z,61397,3203,111,HuMKXwmWJwE
Travis Japan【大食い企画 第６弾】名古屋の超巨大パフェに挑戦🍨　#TravisJapan　#大食い企画　#パフェ　#名古屋,2025-03-28T12:00:50Z,142921,11392,220,XCEeBMmmOjE
'Would You Like One?' みんなで踊りましょう🐘✨ #しっぽダンス #WorldYouLikeOne #WYLO #TravisJapan #Umi #Shizu #Genta,2025-03-27T09:01:12Z,624719,24004,293,vsLRKNWXbrU
'Would You Like One?' みんなで踊りましょう🦁🪩 #しっぽダンス #WorldYouLikeOne #WYLO #TravisJapan #Chaka #Shime #Machu,2025-03-26T12:00:17Z,669940,26962,263,GIdUOPwh0XE
Travis Japan【オリジナルマーチくん】先輩や後輩をコアラに！,2025-03-24T09:00:00Z,274445,10430,880,-X8Z11NF-uU
Travis Japan【オリジナルマーチくん】〇〇くんをコアラに！　#ロッテ #コアラのマーチ #PR #TravisJapan #トラジャ,2025-03-23T12:00:22Z,100927,9933,300,BT1QklfOO4I
Say I do🩷💙 #TravisJapan #七五三掛龍也 #松田元太 #Shime #Genta #SayIdo,2025-03-22T13:00:39Z,405101,16860,125,SU7DiGgUuQA
Travis Japan【ラーメン】河合くんとコラボで濃厚な思い出トーク！,2025-03-22T12:00:29Z,232173,8714,659,NIp-ChT5Ma0
Say I do💚🧡 #TravisJapan #中村海人 #松倉海斗 #Umi #Machu #SayIdo,2025-03-22T03:01:00Z,426160,19509,208,z0XZYYxXOs8
Say I do❤️💛 #TravisJapan #宮近海斗 #吉澤閑也 #Chaka #Shizu #SayIdo,2025-03-22T03:00:29Z,260287,13812,232,fbO_T23EMYE
Travis Japan【ラーメン】河合くんとコラボ！　#TravisJapan #トラジャ #河合郁人 #ラーメン #思い出トーク,2025-03-21T12:00:06Z,76637,7267,150,5EL-nfP5Pro
Today's fashion check！✨#Chaka #Shime #Machu #SayIdo #TravisJapan,2025-03-21T03:02:00Z,107944,8646,98,aL4TH9vVNKg
Welcome to the Travis Japan Restaurant🍽️#SayIdo #TravisJapan,2025-03-21T03:01:00Z,166502,12290,117,UQ3XKNNp77o
'Tokyo Crazy Night' MVの撮影風景をお届け🌃#TokyoCrazyNight #TravisJapan,2025-03-21T03:00:46Z,143187,9493,63,qZV1n81e-90
Travis Japan【元太が爆買い!?】名古屋の古着店で幻のヴィンテージジーンズが！！,2025-03-15T12:00:36Z,497239,12774,783,OSayVLbQUow
【JUST！シン日本遺産】# ７をちら見せ「八代のなんちゃって世界遺産！海に浮かぶパワースポット」続きはTELASAで,2025-03-14T23:00:36Z,72863,3685,179,c5vrasUOzfE
Travis Japan【元太が爆買い!?】木村拓哉先輩と同じ店に行きました！　#TravisJapan #トラジャ #古着 #名古屋 #ヴィンテージ #アメリカンドリーム #デニム,2025-03-14T12:00:25Z,158301,12295,160,FnKbA2Am5Pk
'Tokyo Crazy Night' Solo Dance Machu ver.🗼#松倉海斗 #Machu #TokyoCrazyNight #TravisJapan,2025-03-09T03:01:01Z,238430,12644,182,3wT25zNY6Jw
'Tokyo Crazy Night' Solo Dance  Genta ver.🗼#松田元太 #Genta #TokyoCrazyNight #TravisJapan,2025-03-09T03:00:33Z,325275,15502,138,SRrV_ye61oM
Travis Japan【顔面ダンス】顔の可動域すごいのは俺だ！,2025-03-08T12:00:45Z,349121,13011,1642,Z0l3E36khec
'Tokyo Crazy Night' Solo Dance Shizu ver.🗼#吉澤閑也 #Shizu #TokyoCrazyNight #TravisJapan,2025-03-08T10:01:17Z,212951,11252,253,kJmCZVpfYXM
'Tokyo Crazy Night' Solo Dance Shime ver.🗼#七五三掛龍也 #Shime #TokyoCrazyNight #TravisJapan,2025-03-08T10:00:17Z,220514,12451,166,APuJgpR_ljo
【JUST！シン日本遺産】# ６をちら見せ「フィンランド人もびっくり！？くったりでまったり」続きはTELASAで,2025-03-07T23:00:24Z,108700,4533,206,H-lQKsR4U8o
Travis Japan【顔面ダンス】新ダンス企画誕生！？　#TravisJapan #トラジャ #顔面ダンス #ダンス企画 #変顔,2025-03-07T12:00:11Z,134314,12407,608,AeMZPGEi8Lc
'Tokyo Crazy Night' Solo Dance Umi ver.🗼#中村海人 #Umi #TokyoCrazyNight #TravisJapan,2025-03-07T03:00:11Z,240960,14717,210,ArNErZzCDCE
'Tokyo Crazy Night' Solo Dance Chaka ver.🗼#宮近海斗 #Chaka #TokyoCrazyNight #TravisJapan,2025-03-06T13:00:00Z,287385,16638,258,06c6tHgG_XQ
Travis Japan 'Say I do / Tokyo Crazy Night' CD初回封入シリアル特典動画 -Digest-,2025-03-06T09:00:17Z,76111,5077,173,K3e0xQ8uq1c
'Tokyo Crazy Night' Solo Dance🌌#TravisJapan #TokyoCrazyNight,2025-03-05T13:01:21Z,117230,12775,209,oN5tWLdXyqE
'Tokyo Crazy Night'🗼Music Video公開!! #TravisJapan #TokyoCrazyNight 2025.3.5(wed) CD Release💿,2025-03-04T10:00:08Z,206425,15650,180,5CtiFcqPF7g
Travis Japan - 'Tokyo Crazy Night' Music Video,2025-03-04T09:00:07Z,8346534,51531,15101,MoVJgKBhtUc
'Say I do' Music Video🧑‍🍳 behind the scenes #TravisJapan #SayIdo 2025.3.5(wed) CD Release💿,2025-03-03T09:01:15Z,95681,10413,142,MjFJLo2UW7Q
'Say I do' Music Video🍂 behind the scenes #TravisJapan #SayIdo 2025.3.5(wed) CD Release💿,2025-03-03T09:00:51Z,86370,9135,83,f4xiC23yEB0
'Say I do' Music Video公開中🍂 #TravisJapan #SayIdo 2025.3.5(wed) CD Release💿,2025-03-03T05:00:18Z,79115,9233,126,Lzp9G6ZzROk
Travis Japan - 'Say I do' Music Video,2025-03-02T15:01:00Z,5029387,39488,14805,iCdJ1HCpHvA
Travis Japan【ドラマ初主演記念】松倉海斗の魅力を愛情たっぷりお届け🧡,2025-03-01T12:00:37Z,456235,12131,1017,QRNqYK1cvB0
【JUST！シン日本遺産】# ５をちら見せ「苫鵡で発見！一年に一度現れる“氷でできた村”」続きはTELASAで,2025-02-28T23:00:15Z,107185,4899,253,JydlKpwQLZA
Travis Japan【ドラマ初主演記念】松倉海斗の全て🧡　#TravisJapan #トラジャ #トーキョーカモフラージュアワー #クイズ #松倉海斗,2025-02-28T12:01:28Z,102268,10912,255,yBMXvyQl2z8
Travis Japan 'Say I do / Tokyo Crazy Night' Special Trailer,2025-02-28T11:03:19Z,82741,6152,265,X-1PC7eIhLA
Travis Japan【プライベートカラオケ】ジュニアの曲からアルバム曲まで！ライブ前日に熱唱！！,2025-02-22T12:00:42Z,995282,25075,3155,SYPc8EV--P4
#SayIdo🫶  #TravisJapan 1st CD Single 'Say I do / Tokyo Crazy Night' 2025.3.5(wed) Release,2025-02-22T10:01:08Z,354628,23263,278,By_ZAXgUAo0
Say I doを #Genta と#Machu で踊ってみた🫶 #SayIdo_challenge #SayIdo #松田元太 #松倉海斗 #TravisJapan,2025-02-22T10:00:59Z,267798,17746,180,sfw-hMM8af8
Travis Japan【プライベートカラオケ】ライブ前日に熱唱！！　#TravisJapan　#カラオケ　#VIIsual　#名古屋,2025-02-21T12:00:14Z,144525,15195,476,Cujn9KWdNaA
Say I doを #Shime と#Shizu で踊ってみた🫶 #SayIdo_challenge #SayIdo #七五三掛龍也 #吉澤閑也  #TravisJapan,2025-02-21T03:00:29Z,154880,12466,257,eBgocXqrpoc
Say I doを #Chaka と#Umi で踊ってみた🫶 #SayIdo_challenge #SayIdo #宮近海斗#中村海人#TravisJapan,2025-02-20T03:01:00Z,156194,13007,174,NfqPM3HSAHw
Say I doを #Chaka と#Shime で踊ってみた🫶 #SayIdo_challenge #SayIdo #宮近海斗#七五三掛龍也 #TravisJapan,2025-02-20T03:00:31Z,167632,13316,147,TMkiv4PMJZA
#TokyoCrazyNight🗼“Travis Japan Concert Tour 2025 VIIsual” 愛知公演で初披露！#TravisJapan,2025-02-19T08:01:01Z,89095,8675,97,Pa1CB0e5kes
#SayIdo💘 “Travis Japan Concert Tour 2025 VIIsual” 愛知公演で初披露！#TravisJapan,2025-02-19T08:01:01Z,88549,9048,98,xpCJbyB-3q8
Tokyo Crazy Nightの撮影風景📸 1st CD Single 'Tokyo Crazy Night/Say I do' 2025.3.5(wed)Release# TravisJapan,2025-02-19T03:00:50Z,120666,12716,147,7MltwniKd9Y
ジャケット写真の撮影風景をお届け📸 Travis Japan 1st CD Single 'Say I do / Tokyo Crazy Night' 2025.3.5(wed) Release,2025-02-19T03:00:10Z,72990,8657,127,iP9mBs2g65k
Travis Japan – 'Tokyo Crazy Night' - Performance Video -,2025-02-17T09:00:48Z,1031732,22126,4037,dW_kaT2IxK8
Travis Japan【大食い検証】実録！吉澤閑也は本当に1.5kgのステーキを完食できるのか!?,2025-02-15T12:01:19Z,668250,16602,1929,ynqNPi5O8sI
【JUST！シン日本遺産】# ４をちら見せ「108日連続! 押忍!ちゃんぽん番長」続きはTELASAで,2025-02-14T23:00:40Z,80980,4034,143,dhBbRtcYn-M
Travis Japan【大食い検証】吉澤閑也1.5kgのステーキに挑戦！　#TravisJapan　#大食い企画　#リベラ　#ステーキ,2025-02-14T12:01:33Z,121596,10952,399,ysiLtRFqwKQ
Travis Japan - 1st CD Single「Tokyo Crazy Night / Say I do」  ~ Limited Edition J Special Trailer~,2025-02-14T12:00:53Z,117170,6971,476,XtUOc5u28pc
Travis Japan – 'Say I do' - Performance Video -,2025-02-12T09:00:42Z,1128228,24385,4168,Y-AgBq-3k0E
Travis Japan【ウラ側密着】中山優馬くんのコンサートでPLAYZONEの曲を全力パフォーマンス！,2025-02-08T12:00:50Z,496224,20431,1115,dzgjtM7PyJI
【JUST！シン日本遺産】# ３をちら見せ「地獄×地獄＝天国？”あの世”気分で朝アクティビティ」続きはTELASAで,2025-02-07T23:00:02Z,81880,4583,213,28un3KiRo8g
Travis Japan - 1st CD Single「Say I do / Tokyo Crazy Night」  ~ Limited Edition T Special Trailer~,2025-02-07T12:01:19Z,147558,7336,279,tXVLRJT_Hto
Travis Japan【ウラ側密着】優馬くん、ありがとう！　#TravisJapan #トラジャ #中山優馬 #PLAYZONE,2025-02-07T12:00:29Z,98622,11352,283,NZ_5DEdyv8g
Travis Japan【ドッキリ潜入】ちゃか主演ドラマの現場に内緒で行ったらトンデモナイ！,2025-02-01T14:30:15Z,393976,13633,824,fHi6ZuQs8iE
【JUST！シン日本遺産】 # 2 をちら見せ 「天空の駅 鳥の目で見る日本海」続きはTELASA で,2025-01-31T23:00:29Z,60823,3868,107,MoI5GyTH9Q0
Travis Japan【ドッキリ潜入】ちゃか主演ドラマに突撃！　#TravisJapan #トラジャ #ホンノウスイッチ #ドッキリ,2025-01-31T12:00:50Z,128152,12204,283,_-ENj2aHHcw
Travis Japan - 1st CD Single 「Say I do / Tokyo Crazy Night」 UM STORE Edition Special Trailer,2025-01-31T09:00:16Z,176846,8416,389,pIt9s5gPhak
Travis Japan【PICO PARK】全クリ目指せ！まったり攻略！あれ？ゲームマスターはいずこに？,2025-01-25T12:00:45Z,268826,8772,820,XBaNyWagoEk
【JUST！シン日本遺産】# １をちら見せ「最強パワースポット！？”人生が変わる″奇跡の島」続きはTELASAで,2025-01-24T23:00:06Z,85369,5849,285,4B2E29XXEm0
Travis Japan【PICO PARK】1時間で全クリ目指せ！　#TravisJapan #トラジャ #picopark #ゲーム #今更シリーズ,2025-01-24T12:00:27Z,76311,9151,190,MCeRvVtYvr8
Travis Japan【総評カルタ】爆速で取っていくカルタ王が降臨！新たな才能開花の予感👀,2025-01-18T12:00:01Z,407317,13257,1022,1ioGeIrflVw
Travis Japan【総評カルタ】カルタ王が降臨！　#TravisJapan #トラジャ #カルタ #総評,2025-01-17T12:00:35Z,90987,10673,225,M1W5pfEJ6eo
Travis Japan【コラボ】同郷!?のＵ字工事さんと立ち食いそばを食べまくる！！後編,2025-01-11T12:00:03Z,195969,8392,786,3_j06XBQJ9k
